PROVIDER_ID,PROVIDER_NAME,STATE,MONTH,TOTAL_PATIENTS,NUMBER_OF_CERTIFIED_BEDS,OCCUPANCY_RATE_PCT
035250,IMMANUEL CAMPUS OF CARE,AZ,1970-08,159,228,69.74
035251,RIVER PARK POST ACUTE,AZ,1970-08,27,66,40.91
035253,BROOKDALE SANTA CATALINA,AZ,1970-08,28,42,66.67
035254,WINSLOW CAMPUS OF CARE,AZ,1970-08,94,119,78.99
035255,PALM VALLEY POST ACUTE,AZ,1970-08,134,180,74.44
035256,FREEDOM PLAZA CARE CENTER,AZ,1970-08,62,111,55.86
035257,THE PEAKS HEALTH & REHABILITATION,AZ,1970-08,41,58,70.69
035260,FOUNTAIN HILLS POST ACUTE,AZ,1970-08,38,64,59.38
035262,THE LINGENFELTER CENTER,AZ,1970-08,85,88,96.59
035263,ARCHIE HENDRICKS SENIOR SKILLED NURSING FACILITY,AZ,1970-08,41,60,68.33
035264,SUN HEALTH LA LOMA CARE CENTER,AZ,1970-08,41,43,95.35
035265,SUN HEALTH GRANDVIEW CARE CENTER,AZ,1970-08,59,72,81.94
035266,ADVANCED HEALTHCARE OF MESA,AZ,1970-08,33,38,86.84
035268,ADVANCE HEALTH CARE OF SCOTTSDALE,AZ,1970-08,38,38,100.00
035270,SILVERWOOD POST ACUTE,AZ,1970-08,83,192,43.23
035272,"VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",AZ,1970-08,30,36,83.33
035273,SPLENDIDO AT RANCHO VISTOSO,AZ,1970-08,38,42,90.48
035275,ADVANCED HEALTH CARE OF GLENDALE,AZ,1970-08,50,54,92.59
035276,OASIS PAVILION NURSING & REHABILITATION CENTER,AZ,1970-08,102,134,76.12
035277,HAVEN OF LAKESIDE,AZ,1970-08,97,112,86.61
035279,ACACIA HEALTH CENTER,AZ,1970-08,69,78,88.46
035280,SANTE OF MESA,AZ,1970-08,65,70,92.86
035281,"VI AT SILVERSTONE, A VI AND PLAZA COMPANIES COMMUN",AZ,1970-08,22,24,91.67
035282,SANTE OF SURPRISE,AZ,1970-08,68,70,97.14
035283,SANTE OF CHANDLER,AZ,1970-08,71,70,101.43
035284,ARIZONA STATE VETERAN HOME-TUCSON,AZ,1970-08,115,120,95.83
035285,WELLSPRINGS OF GILBERT,AZ,1970-08,13,32,40.63
035286,SANTE OF NORTH SCOTTSDALE,AZ,1970-08,68,72,94.44
035289,"CENTER AT ARROWHEAD, LLC",AZ,1970-08,43,96,44.79
035290,"HAVEN HEALTH SKY HARBOR, LLC",AZ,1970-08,110,120,91.67
035291,"THE CENTER AT VAL VISTA, LLC",AZ,1970-08,68,96,70.83
035292,SANDSTONE ESTATES REHAB CENTRE,AZ,1970-08,61,103,59.22
035295,THE CENTER AT TUCSON,AZ,1970-08,96,96,100.00
035296,ASPIRE TRANSITIONAL CARE,AZ,1970-08,35,50,70.00
035297,SURPRISE HEALTH AND REHABILITATION CENTER,AZ,1970-08,92,100,92.00
035298,WELBROOK YUMA OPCO LLC,AZ,1970-08,36,41,87.80
035299,NORTHPARK HEALTH AND REHABILITATION OF CASCADIA,AZ,1970-08,53,54,98.15
035300,MIRABELLA AT ASU,AZ,1970-08,16,21,76.19
035301,SKILLED NURSING UNIT AT ORO VALLEY HOSPITAL,AZ,1970-08,24,33,72.73
035302,DIAMONDBACK HEALTHCARE CENTER,AZ,1970-08,72,94,76.60
045070,ROGERS HEALTH AND REHABILITATION CENTER,AR,1970-08,59,70,84.29
045098,THE BLOSSOMS AT HOT SPRINGS REHAB AND NURSING CENT,AR,1970-08,76,152,50.00
045125,BUTTERFIELD TRAIL VILLAGE,AR,1970-08,45,87,51.72
045134,THE SPRINGS JONESBORO,AR,1970-08,113,136,83.09
045135,THE SPRINGS MAGNOLIA,AR,1970-08,76,140,54.29
045138,VALLEY SPRINGS REHABILITATION AND HEALTH CENTER,AR,1970-08,88,105,83.81
045140,THE SPRINGS SEARCY,AR,1970-08,112,245,45.71
045142,THE SPRINGS OF PARK AVE,AR,1970-08,69,95,72.63
045143,"CONCORDIA NURSING & REHAB, LLC",AR,1970-08,29,102,28.43
045146,THE BLOSSOMS AT MOUNTAIN VIEW REHAB & NURSING CEN,AR,1970-08,69,97,71.13
045147,BROOKRIDGE COVE REHABILITATION AND CARE  CENTER,AR,1970-08,99,96,103.13
045148,CAVE CITY NURSING HOME INC,AR,1970-08,82,90,91.11
045151,THE GREEN HOUSE COTTAGES OF WALNUT RIDGE,AR,1970-08,89,119,74.79
045153,INDIAN ROCK VILLAGE HEALTH CENTER,AR,1970-08,46,55,83.64
045155,ASH FLAT HEALTHCARE AND REHABILITATION CENTER,AR,1970-08,66,64,103.13
045157,RIVER RIDGE REHABILITATION AND CARE CENTER,AR,1970-08,65,100,65.00
045158,THE SPRINGS OF GREERS FERRY,AR,1970-08,69,140,49.29
045166,"CRESTPARK WYNNE, LLC",AR,1970-08,37,100,37.00
045167,SPRINGDALE HEALTH AND REHABILITATION CENTER,AR,1970-08,98,140,70.00
045168,"JOHNSON COUNTY HEALTH AND REHAB, LLC",AR,1970-08,108,107,100.93
045170,THE GREEN HOUSE COTTAGES OF BELLE MEADE,AR,1970-08,126,167,75.45
045172,DERMOTT CITY NURSING HOME,AR,1970-08,45,70,64.29
045173,SILVER OAKS HEALTH AND REHABILITATION,AR,1970-08,88,91,96.70
045176,"THE WOODS, A NIGHTINGALE COMMUNITY",AR,1970-08,68,122,55.74
045177,"CRESTPARK DEWITT, LLC",AR,1970-08,38,70,54.29
045178,"PIGGOTT HEALTHCARE & SENIOR LIVING, LLC",AR,1970-08,36,105,34.29
045180,THE SPRINGS OF MINE CREEK,AR,1970-08,71,74,95.95
045182,"COURTYARD REHABILITATION AND HEALTH CENTER, LLC",AR,1970-08,80,101,79.21
045183,"SALEM PLACE NURSING AND REHABILITATION CENTER, INC",AR,1970-08,92,103,89.32
045184,LAKE VILLAGE REHABILITATION AND CARE CENTER,AR,1970-08,50,102,49.02
045187,THE GREEN HOUSE COTTAGES OF WENTWORTH PLACE,AR,1970-08,111,135,82.22
045189,THE SPRINGS OF CAMDEN,AR,1970-08,74,74,100.00
045190,NIGHTINGALE AT CROSSETT,AR,1970-08,52,83,62.65
045191,GOOD SAMARITAN SOCIETY - HOT SPRINGS VILLAGE,AR,1970-08,27,50,54.00
045192,THE SPRINGS OF MT VISTA,AR,1970-08,90,154,58.44
045194,BENTLEY REHABILITATION AND HEALTH CENTER,AR,1970-08,58,111,52.25
045195,THE SPRINGS BROADWAY,AR,1970-08,68,119,57.14
045196,SOUTHRIDGE VILLAGE NURSING AND REHAB,AR,1970-08,90,122,73.77
045197,THE SPRINGS OF HARRISON,AR,1970-08,62,90,68.89
045199,HEARTLAND REHABILITATION AND CARE CENTER,AR,1970-08,72,69,104.35
045201,CHAPEL WOODS HEALTH AND REHABILITATION,AR,1970-08,77,140,55.00
045202,"LAKEWOOD HEALTH AND REHAB, LLC",AR,1970-08,68,73,93.15
045203,THE SPRINGS BATESVILLE,AR,1970-08,94,150,62.67
045207,OUACHITA NURSING AND REHABILITATION CENTER,AR,1970-08,78,78,100.00
045208,"CABOT HEALTH AND REHAB, LLC",AR,1970-08,63,89,70.79
045209,THE CROSSING AT RIVERSIDE HEALTH AND REHABILITATIO,AR,1970-08,120,138,86.96
045211,THE SPRINGS OF TEXARKANA,AR,1970-08,89,173,51.45
045212,THE BLOSSOMS AT ROGERS REHAB & NURSING CENTER,AR,1970-08,0,110,0.00
045214,HUDSON MEMORIAL NURSING HOME,AR,1970-08,63,108,58.33
045216,TWIN RIVERS REHABILITATION AND HEALTHCARE CENTER,AR,1970-08,80,112,71.43
045217,THE SPRINGS OF AVALON,AR,1970-08,64,85,75.29
045218,GASSVILLE THERAPY AND LIVING,AR,1970-08,42,42,100.00
045219,"CRESTPARK FORREST CITY, LLC",AR,1970-08,51,100,51.00
045220,FAYETTEVILLE HEALTH AND REHABILITATION CENTER,AR,1970-08,101,99,102.02
045221,"CRESTPARK HELENA, LLC",AR,1970-08,36,100,36.00
045222,WOODRUFF COUNTY HEALTH CENTER,AR,1970-08,93,120,77.50
045227,PLEASANT MANOR NURSING & REHAB,AR,1970-08,77,72,106.94
045228,MAPLE HEALTHCARE,AR,1970-08,31,70,44.29
045232,THE BLOSSOMS AT STAMPS REHAB & NURSING CENTER,AR,1970-08,57,94,60.64
045236,DES ARC NURSING AND REHABILITATION CENTER,AR,1970-08,67,98,68.37
045239,BELLE VIEW ESTATES REHABILITATION AND CARE CENTER,AR,1970-08,72,70,102.86
045241,BAILEY CREEK HEALTH AND REHAB,AR,1970-08,65,115,56.52
045242,THE BLOSSOMS AT EUREKA SPRINGS REHAB & NURSING CEN,AR,1970-08,75,100,75.00
045243,THE PINES NURSING AND REHABILITATION CENTER,AR,1970-08,77,125,61.60
045244,LITTLE RIVER NURSING & REHAB,AR,1970-08,77,85,90.59
045245,CONWAY HEALTHCARE AND REHABILITATION CENTER,AR,1970-08,62,105,59.05
045246,PERRY COUNTY NURSING AND REHABILITATION CENTER,AR,1970-08,53,95,55.79
045247,STELLA MANOR NURSING AND REHABILITATION CENTER,AR,1970-08,75,74,101.35
045248,SOUTHFORK RIVER THERAPY AND LIVING,AR,1970-08,65,68,95.59
045250,GOOD SAMARITAN SOCIETY - MOUNTAIN HOME,AR,1970-08,33,34,97.06
045254,VILLAGE SPRINGS HEALTH AND REHAB OF HOT SPRINGS,AR,1970-08,111,101,109.90
045256,SHERIDAN HEALTHCARE AND REHABILITATION CENTER,AR,1970-08,67,121,55.37
045259,THE BLOSSOMS AT WOODLAND HILLS REHAB & NURSING CEN,AR,1970-08,69,140,49.29
045266,MONTGOMERY COUNTY NURSING HOME,AR,1970-08,64,67,95.52
045267,LEGACY HEALTH AND REHABILITATION CENTER,AR,1970-08,88,94,93.62
045268,VAN BUREN HEALTHCARE AND REHABILITATION CENTER,AR,1970-08,101,140,72.14
045269,GARDNER NURSING AND REHABILITATION,AR,1970-08,76,95,80.00
045270,ARBOR OAKS HEALTHCARE AND REHABILITATION CENTER,AR,1970-08,59,62,95.16
045271,OAK RIDGE HEALTH AND REHABILITATION,AR,1970-08,71,180,39.44
045275,THE SPRINGS OF EL DORADO,AR,1970-08,87,81,107.41
045277,THE SPRINGS OF PINE BLUFF,AR,1970-08,76,103,73.79
045280,TWIN LAKES THERAPY AND LIVING,AR,1970-08,44,80,55.00
045284,POCAHONTAS HEALTHCARE AND REHABILITATION CENTER,AR,1970-08,57,97,58.76
045287,BEAR CREEK HEALTHCARE LLC,AR,1970-08,53,131,40.46
045288,THE SPRINGS OF CHENAL,AR,1970-08,45,70,64.29
045289,"LONOKE HEALTH AND REHAB CENTER, LLC",AR,1970-08,73,77,94.81
045290,"DARDANELLE NURSING AND REHABILITATION CENTER,INC",AR,1970-08,88,110,80.00
045295,THE BLOSSOMS AT BERRYVILLE REHAB &  NURSING CENTER,AR,1970-08,76,114,66.67
045297,MANILA HEALTHCARE CENTER,AR,1970-08,52,70,74.29
045300,PARIS HEALTH AND REHABILITATION CENTER,AR,1970-08,98,98,100.00
045301,OAK MANOR NURSING AND REHABILITATION CENTER INC,AR,1970-08,51,120,42.50
045302,"INNISFREE HEALTH AND REHAB, LLC",AR,1970-08,88,104,84.62
045303,"CRESTPARK STUTTGART, LLC",AR,1970-08,51,100,51.00
045304,"BEEBE RETIREMENT CENTER, INC.",AR,1970-08,81,105,77.14
045305,SOUTHERN TRACE REHABILITATION AND CARE CENTER,AR,1970-08,86,116,74.14
045306,THE SPRINGS OF HILLCREST,AR,1970-08,80,90,88.89
045308,HERITAGE LIVING CENTER,AR,1970-08,126,127,99.21
045313,THE BLOSSOMS AT CONWAY REHAB & NURSING CENTER,AR,1970-08,48,104,46.15
045314,BARNES HEALTHCARE,AR,1970-08,48,141,34.04
045315,LAKESIDE HEALTH AND REHAB,AR,1970-08,80,85,94.12
045317,WOOD-LAWN HEIGHTS,AR,1970-08,98,140,70.00
045318,CHAMBERS HEALTH AND REHABILITATION,AR,1970-08,53,90,58.89
045322,PIONEER THERAPY AND LIVING,AR,1970-08,73,86,84.88
045323,THE BLOSSOMS AT WHITE RIVER REHAB & NURSING CENTER,AR,1970-08,48,130,36.92
045326,THE BLOSSOMS AT VAN BUREN REHAB AND NURSING CENTER,AR,1970-08,82,129,63.57
045327,RIDGECREST HEALTH AND REHABILITATION,AR,1970-08,116,105,110.48
045334,THE BLOSSOMS AT NEWPORT REHAB & NURSING CENTER,AR,1970-08,83,120,69.17
045337,HEATHER MANOR NURSING AND REHABILITATION CENTER,AR,1970-08,81,128,63.28
045338,QUAPAW CARE AND REHABILITATION CENTER LLC,AR,1970-08,91,87,104.60
045339,ATKINS NURSING AND REHABILITATION CENTER,AR,1970-08,76,90,84.44
045340,RUSSELLVILLE NURSING AND REHABILITATION CENTER,AR,1970-08,75,100,75.00
045342,NASHVILLE NURSING AND REHAB SERVICES OF ARKANSAS,AR,1970-08,48,70,68.57
045343,NURSING AND REHABILITATION CENTER AT GOOD SHEPHERD,AR,1970-08,102,120,85.00
045345,THE BLOSSOMS AT FORT SMITH REHAB & NURSING CENTER,AR,1970-08,111,110,100.91
045346,DIERKS HEALTH AND REHAB OF DIERKS,AR,1970-08,55,70,78.57
045350,NIGHTINGALE AT ARKADELPHIA,AR,1970-08,73,100,73.00
045351,CARE MANOR NURSING AND REHAB,AR,1970-08,60,59,101.69
045352,EAGLECREST NURSING AND REHAB,AR,1970-08,71,100,71.00
045353,"HIGHLAND COURT, A REHABILITATION AND RESIDENT CARE",AR,1970-08,62,56,110.71
045356,"SILOAM HEALTHCARE, LLC",AR,1970-08,87,120,72.50
045357,PREMIER AT THE SPRINGS,AR,1970-08,99,132,75.00
045358,THE GREEN HOUSE COTTAGES OF HOMEWOOD,AR,1970-08,89,138,64.49
045359,THE BLOSSOMS AT CUMBERLAND REHAB & NURSING CENTER,AR,1970-08,71,120,59.17
045361,PROMENADE HEALTH AND REHABILITATION,AR,1970-08,88,114,77.19
045363,COVINGTON COURT HEALTH AND REHABILITATION CENTER,AR,1970-08,115,140,82.14
045364,CHAPEL RIDGE HEALTH AND REHAB,AR,1970-08,87,157,55.41
045365,DEWITT NURSING HOME,AR,1970-08,31,60,51.67
045366,HERITAGE SQUARE HEALTHCARE CENTER,AR,1970-08,66,86,76.74
045367,WINDCREST HEALTH AND REHAB INC,AR,1970-08,57,70,81.43
045369,MOUNTAIN MEADOWS HEALTH AND REHABILITATION,AR,1970-08,97,101,96.04
045370,ALMA NURSING AND REHAB,AR,1970-08,73,74,98.65
045371,"WESTWOOD HEALTH AND REHAB, INC",AR,1970-08,56,85,65.88
045372,THE BLOSSOMS AT WHITE HALL REHAB & NURSING CENTER,AR,1970-08,83,120,69.17
045373,"BRADFORD HOUSE NURSING AND REHAB, LLC",AR,1970-08,77,85,90.59
045374,ROBINSON NURSING AND REHABILITATION CENTER LLC,AR,1970-08,88,110,80.00
045376,"SHERWOOD NURSING & REHABILITATION CENTER, INC",AR,1970-08,90,98,91.84
045377,THE GREEN HOUSE COTTAGES OF SOUTHERN HILLS,AR,1970-08,84,91,92.31
045378,WOODLAND HILLS HEALTHCARE AND REHABILITATION,AR,1970-08,52,120,43.33
045379,THE VILLAGES OF GENERAL BAPTIST HEALTH CARE WEST,AR,1970-08,67,177,37.85
045380,ST ELIZABETH'S PLACE,AR,1970-08,89,110,80.91
045381,GREENBRIER NURSING AND REHABILITATION CENTER,AR,1970-08,77,84,91.67
045383,WALDRON NURSING AND REHAB OF WALDRON,AR,1970-08,60,75,80.00
045385,THE BLOSSOMS AT NORTH LITTLE ROCK  REHAB & NURSING,AR,1970-08,93,98,94.90
045386,OZARK NURSING AND REHAB,AR,1970-08,77,82,93.90
045387,"BRIARWOOD NURSING AND REHABILITATION CENTER,INC",AR,1970-08,102,99,103.03
045390,PLEASANT VALLEY REHABILITATION AND NURSING,AR,1970-08,74,97,76.29
045391,THREE RIVERS HEALTH AND REHABILITATION CENTER,AR,1970-08,91,110,82.73
045392,SPRING CREEK HEALTH & REHAB,AR,1970-08,82,109,75.23
045393,ENCORE HEALTHCARE AND REHABI OF MALVERN,AR,1970-08,90,95,94.74
045394,RECTOR NURSING AND REHAB,AR,1970-08,40,70,57.14
045396,"ST JOHNS PLACE OF ARKANSAS, LLC",AR,1970-08,68,100,68.00
045398,NORTH HILLS LIFE CARE AND REHAB,AR,1970-08,82,84,97.62
045401,WHITE RIVER HEALTHCARE,AR,1970-08,41,70,58.57
045402,"HIGHLANDS OF BELLA VISTA HEALTH & REHAB, LLC",AR,1970-08,68,90,75.56
045403,NIGHTINGALE AT GLENWOOD,AR,1970-08,46,42,109.52
045404,LAKEWOOD THERAPY AND LIVING CENTER,AR,1970-08,53,80,66.25
045407,THE MAPLES AT HAR-BER MEADOWS,AR,1970-08,105,108,97.22
045408,ALCOA PINES HEALTH AND REHABILITATION,AR,1970-08,88,120,73.33
045409,"PRAIRIE GROVE HEALTH AND REHABILITATION, LLC",AR,1970-08,59,70,84.29
045410,"LEGACY HEIGHTS NURSING AND REHAB, LLC",AR,1970-08,82,122,67.21
045411,SUMMIT HEALTH & REHAB CENTER,AR,1970-08,50,70,71.43
045412,"WILLOWBEND HEALTH AND REHABILITATION, LLC",AR,1970-08,116,140,82.86
045413,METHODIST HEALTH AND REHAB,AR,1970-08,125,145,86.21
045414,OZARK HEALTH NURSING AND REHAB  CENTER,AR,1970-08,73,118,61.86
045415,"MURFREESBORO REHAB AND NURSING, INC",AR,1970-08,34,66,51.52
045416,TIMBERLANE HEALTH & REHABILITATION,AR,1970-08,91,106,85.85
045417,ARKANSAS VETERANS HOME AT FAYETTEVILLE,AR,1970-08,46,90,51.11
045418,OAKDALE NURSING FACILITY OF JUDSONIA,AR,1970-08,87,154,56.49
045419,"ASHTON PLACE HEALTH AND REHAB, LLC",AR,1970-08,115,122,94.26
045421,ASHLEY REHABILITATION AND HEALTH CARE CENTER,AR,1970-08,60,100,60.00
045422,THE LAKES AT MAUMELLE HEALTH AND REHABILITATION,AR,1970-08,48,48,100.00
045424,GREENE ACRES NURSING HOME,AR,1970-08,86,143,60.14
045427,"SHILOH NURSING AND REHAB, LLC",AR,1970-08,103,80,128.75
045428,EDGEWOOD HEALTH AND REHAB,AR,1970-08,78,102,76.47
045430,THE SPRINGS OF BRINKLEY,AR,1970-08,46,116,39.66
045431,THE SPRINGS OF PINNACLE MOUNTAIN,AR,1970-08,74,110,67.27
045432,THE SPRINGS OF BARROW,AR,1970-08,82,139,58.99
045433,CORNING THERAPY AND LIVING CENTER,AR,1970-08,45,42,107.14
045434,KATHERINE'S PLACE AT WEDINGTON,AR,1970-08,101,104,97.12
045435,"JAMESTOWN NURSING AND REHAB, LLC",AR,1970-08,98,96,102.08
045436,"PRESBYTERIAN VILLAGE, INC",AR,1970-08,60,70,85.71
045437,NIGHTINGALE AT STONEGATE,AR,1970-08,61,56,108.93
045438,TRINITY VILLAGE MEDICAL CENTER,AR,1970-08,74,94,78.72
045439,GOSNELL HEALTH AND REHAB,AR,1970-08,47,70,67.14
045440,HARRIS HEALTH AND REHAB,AR,1970-08,57,57,100.00
045441,HILLCREST HOME,AR,1970-08,92,94,97.87
045442,CAVALIER HEALTHCARE OF ENGLAND,AR,1970-08,58,57,101.75
045443,RANDOLPH COUNTY NURSING HOME,AR,1970-08,123,140,87.86
045445,LAKE HAMILTON HEALTH AND REHAB,AR,1970-08,83,84,98.81
045446,THE BLOSSOMS AT WEST DIXON REHAB & NURSING CENTER,AR,1970-08,90,140,64.29
045447,GREENHURST NURSING CENTER,AR,1970-08,98,102,96.08
045449,"CRESTPARK MARIANNA, L L C",AR,1970-08,51,80,63.75
045450,THE BLOSSOMS AT MIDTOWN REHAB & NURSING CENTER,AR,1970-08,98,154,63.64
045451,CREEKSIDE AT THE SPRINGS,AR,1970-08,78,96,81.25
045452,LAWRENCE HALL HEALTH & REHABILITATION,AR,1970-08,92,125,73.60
045453,"GREYSTONE NURSING AND REHAB, LLC",AR,1970-08,70,80,87.50
045454,"MITCHELL'S NURSING HOME, INC",AR,1970-08,74,105,70.48
045455,"HICKORY HEIGHTS HEALTH AND REHAB, LLC",AR,1970-08,110,110,100.00
045456,PINK BUD HOME FOR THE GOLDEN YEARS,AR,1970-08,64,110,58.18
045457,EVERGREEN LIVING CENTER AT STAGECOACH,AR,1970-08,95,116,81.90
045458,COTTAGE LANE HEALTH AND REHAB OF LITTLE ROCK,AR,1970-08,95,143,66.43
045460,"COLONEL GLENN HEALTH AND REHAB, LLC",AR,1970-08,96,98,97.96
045462,ARKANSAS STATE VETERANS HOME AT NORTH LITTLE ROCK,AR,1970-08,80,88,90.91
045463,"BELVEDERE NURSING AND REHABILITATION CENTER, LLC",AR,1970-08,115,120,95.83
045464,AMBERWOOD HEALTH AND REHABILITATION,AR,1970-08,92,101,91.09
045465,"APPLE CREEK HEALTH AND REHAB, LLC",AR,1970-08,93,114,81.58
045466,THE GREEN HOUSE COTTAGES OF POPLAR GROVE,AR,1970-08,118,120,98.33
045467,"SUPERIOR HEALTH & REHAB, LLC",AR,1970-08,110,118,93.22
045470,SOUTHERN PINES HEALTH AND REHAB OF PRESCOTT,AR,1970-08,46,111,41.44
045471,HIRAM SHADDOX HEALTH AND REHAB,AR,1970-08,82,140,58.57
045474,THE GREEN HOUSE COTTAGES OF NORTHWEST ARKANSAS,AR,1970-08,54,70,77.14
045475,COUNTRYSIDE HEALTH & REHAB OF NEWTON COUNTY,AR,1970-08,37,70,52.86
045476,"HAMPTON PLACE HEALTHCARE, LLC",AR,1970-08,57,140,40.71
045477,"MONETTE MANOR, LLC",AR,1970-08,33,86,38.37
04A158,CRAIGHEAD NURSING CENTER,AR,1970-08,87,121,71.90
04A293,ARKANSAS HEALTH CENTER,AR,1970-08,155,290,53.45
055001,REDLANDS HEALTHCARE CENTER,CA,1970-08,76,78,97.44
055002,COUNTRY MANOR HEALTHCARE,CA,1970-08,96,99,96.97
055003,"EUREKA REHABILITATION & WELLNESS CENTER, LP",CA,1970-08,85,99,85.86
055008,EDGEMOOR HOSPITAL,CA,1970-08,155,192,80.73
055011,RIVER VIEW POST ACUTE,CA,1970-08,97,99,97.98
055013,EISENBERG VILLAGE,CA,1970-08,75,166,45.18
055014,FAIRFIELD POST-ACUTE REHAB,CA,1970-08,96,99,96.97
055016,MOUNT SAN ANTONIO GARDENS,CA,1970-08,39,64,60.94
055017,"HEARTS & HANDS, POST ACUTE CARE & REHAB CENTER",CA,1970-08,101,144,70.14
055022,MARY HEALTH OF THE SICK CONVALESCENT & NURSING HOS,CA,1970-08,53,61,86.89
055028,LOS BANOS POST ACUTE,CA,1970-08,50,59,84.75
055032,THE EARLWOOD,CA,1970-08,77,87,88.51
055034,MOTION PICTURE AND T.V. HOSP D/P SNF,CA,1970-08,86,195,44.10
055036,MAPLE HEALTHCARE CENTER,CA,1970-08,57,59,96.61
055039,GOOD SAMARITAN REHAB AND CARE CENTER,CA,1970-08,79,98,80.61
055041,ROYAL CARE SKILLED NURSING CTR,CA,1970-08,83,98,84.69
055042,ALTA VISTA HEALTHCARE & WELLNESS CENTRE,CA,1970-08,92,99,92.93
055045,RIVIERA HEALTHCARE CENTER,CA,1970-08,124,154,80.52
055047,PALMS CARE CENTER,CA,1970-08,58,65,89.23
055049,PLEASANT HILL POST ACUTE,CA,1970-08,47,51,92.16
055052,CALIFORNIA POST-ACUTE CARE,CA,1970-08,121,130,93.08
055056,"PINE GROVE HEALTHCARE & WELLNESS CENTRE, LP",CA,1970-08,66,75,88.00
055060,WESTWOOD POST ACUTE CARE,CA,1970-08,80,93,86.02
055064,COTTONWOOD CANYON HEALTHCARE CENTER,CA,1970-08,89,96,92.71
055067,PALOMAR VISTA HEALTHCARE CENTER,CA,1970-08,67,74,90.54
055070,SEACREST POST-ACUTE CARE  CENTER,CA,1970-08,57,80,71.25
055072,ROSECRANS CARE CENTER,CA,1970-08,94,106,88.68
055074,VILLA CORONADO D/P SNF,CA,1970-08,83,122,68.03
055076,SPRING VALLEY POST ACUTE LLC,CA,1970-08,133,126,105.56
055077,CORAL COVE POST ACUTE,CA,1970-08,112,117,95.73
055078,PARKWAY HILLS NURSING & REHABILITATION,CA,1970-08,53,60,88.33
055079,MISSION VIEW HEALTH CENTER,CA,1970-08,101,162,62.35
055084,RIVERBANK POST-ACUTE,CA,1970-08,84,99,84.85
055085,MORAGA POST ACUTE,CA,1970-08,42,49,85.71
055092,YUBA CITY POST ACUTE,CA,1970-08,57,59,96.61
055093,SOUTH MARIN HEALTH & WELLNESS CENTER,CA,1970-08,66,72,91.67
055099,CREEKSIDE HEALTHCARE CENTER,CA,1970-08,71,80,88.75
055104,SUNSET MANOR CONV HOSP,CA,1970-08,68,81,83.95
055105,ROYAL VISTA CARE CENTER,CA,1970-08,91,99,91.92
055107,BANCROFT HEALTHCARE CENTER,CA,1970-08,34,39,87.18
055109,DRIFTWOOD HEALTHCARE CENTER - SANTA CRUZ,CA,1970-08,84,92,91.30
055111,FOUNTAIN VIEW SUBACUTE AND NURSING CENTER,CA,1970-08,88,99,88.89
055114,ARBOR HILLS NURSING CENTER,CA,1970-08,96,100,96.00
055115,HOLLENBECK PALMS,CA,1970-08,57,106,53.77
055116,LINDA MAR CARE CENTER,CA,1970-08,48,59,81.36
055119,WEST PICO TERRACE HEALTHCARE & WELLNESS CENTRE LP,CA,1970-08,45,49,91.84
055121,PELICAN RIDGE POST ACUTE,CA,1970-08,121,167,72.46
055123,BEACHSIDE POST ACUTE,CA,1970-08,82,90,91.11
055126,CHINO VALLEY HEALTH CARE CENTE,CA,1970-08,99,102,97.06
055129,GRAND TERRACE HEALTH CARE CENTER,CA,1970-08,54,59,91.53
055135,MONTROSE HEALTHCARE CENTER,CA,1970-08,59,59,100.00
055136,BERKLEY WEST HEALTHCARE CENTER,CA,1970-08,62,54,114.81
055141,RAMONA NURSING AND REHABILITATION CENTER,CA,1970-08,129,148,87.16
055142,MAGNOLIA GARDENS CONVALESCENT HOSPITAL,CA,1970-08,94,99,94.95
055146,NORTH VALLEY NURSING CENTER,CA,1970-08,85,92,92.39
055147,MADERA REHABILITATION & NURSING CENTER,CA,1970-08,162,176,92.05
055150,DIABLO VALLEY POST ACUTE,CA,1970-08,178,190,93.68
055153,MONTEBELLO CARE CENTER,CA,1970-08,92,99,92.93
055155,OCEAN POINTE HEALTHCARE CENTER,CA,1970-08,61,72,84.72
055156,ST PAUL'S TOWERS,CA,1970-08,30,43,69.77
055157,VIRGIL REHABILITATION & SKILLED NURSING CENTER,CA,1970-08,70,124,56.45
055160,"PAVILION ON PICO HEALTHCARE & WELLNESS CENTRE, LP",CA,1970-08,55,59,93.22
055162,MONTEREY PARK CONV HOSP,CA,1970-08,87,89,97.75
055163,"MONTECITO HEIGHTS HEALTHCARE & WELLNESS CENTRE, LP",CA,1970-08,67,90,74.44
055167,VERNON HEALTHCARE CENTER,CA,1970-08,95,99,95.96
055168,SOCAL POST-ACUTE CARE,CA,1970-08,55,59,93.22
055169,JEWISH HOME & REHAB CENTER D/P SNF,CA,1970-08,355,378,93.92
055170,PICO RIVERA HEALTHCARE CENTER,CA,1970-08,100,99,101.01
055173,FOLSOM CARE CENTER,CA,1970-08,72,99,72.73
055175,LAWTON SKILLED NURSING & REHABILITATION CENTER,CA,1970-08,58,68,85.29
055181,SAN GABRIEL CONV CENTER,CA,1970-08,120,151,79.47
055182,LEMON GROVE CARE AND REHABILITATION CENTER,CA,1970-08,149,158,94.30
055183,HERITAGE GARDENS HEALTH CARE CENTER,CA,1970-08,106,110,96.36
055185,GARDEN CITY HEALTHCARE CENTER,CA,1970-08,94,104,90.38
055187,GARDEN VIEW POST ACUTE REHABILITATION,CA,1970-08,85,97,87.63
