PROVIDER_ID,PROVIDER_NAME,STATE,NUMBER_OF_SUBSTANTIATED_COMPLAINTS,PATIENT_COUNT_ON_1970_08_23,COMPLAINTS_PER_100_PATIENTS
165266,HOLY SPIRIT RETIREMENT HOME,IA,29,61,47.54
235715,WELLBRIDGE OF FENTON,MI,36,76,47.37
365291,HALL OF FAME REHABILITATION AND NURSING CENTER,OH,18,38,47.37
145807,HELIA HEALTHCARE OF NEWTON,IL,18,38,47.37
525338,BEAVER DAM HEALTH CARE CENTER,WI,26,55,47.27
165270,STRATFORD SPECIALTY CARE,IA,17,36,47.22
145914,SOUTHPOINT NURSING & REHAB CENTER,IL,75,159,47.17
265331,CHESTNUT REHAB AND NURSING,MO,41,87,47.13
375174,BRENTWOOD EXTENDED CARE & REHAB,OK,23,49,46.94
396137,ATHENS NURSING AND REHABILITATION CENTER,PA,30,64,46.88
525639,ST ELIZABETH NURSING HOME,WI,15,32,46.88
165426,ASPIRE OF PERRY,IA,15,32,46.88
155843,"SPRINGS OF RICHMOND, THE",IN,22,47,46.81
525653,VIRGINIA HIGHLANDS CARE AND REHAB LLC,WI,28,60,46.67
145424,LANDMARK OF RICHTON PARK REHAB & NSG CTR,IL,42,90,46.67
235013,FAIRVIEW NURSING AND REHABILITATION COMMUNITY,MI,20,43,46.51
525232,CCC OF WEST GREEN BAY,WI,26,56,46.43
155764,SPRING MILL HEALTH CAMPUS,IN,26,56,46.43
395985,MIDTOWN OAKS HEALTH & REHAB CENTER,PA,45,97,46.39
495389,WINCHESTER HEALTH & REHABILITATION,VA,25,54,46.30
235288,MARVIN & BETTY DANTO HEALTH CARE CENTER,MI,49,106,46.23
165445,ASPIRE OF LAKE PARK,IA,12,26,46.15
345477,THE OAKS AT SWEETEN CREEK,NC,36,78,46.15
195177,LAKESHORE MANOR NURSING & REHAB,LA,36,78,46.15
055977,KENNEDY CARE CENTER,CA,41,89,46.07
145431,LOFT REHABILITATION & NURSING,IL,29,63,46.03
525371,SILVER SPRINGS HEALTH CARE CENTER,WI,46,100,46.00
235359,FAITH HAVEN SENIOR CARE CENTRE,MI,34,74,45.95
145774,HAVANA HEALTH CARE CENTER,IL,17,37,45.95
365417,COUNTRY CLUB CENTER I,OH,28,61,45.90
395670,WECARE AT MONROEVILLE REHABILITATION AND NSG CTR,PA,39,85,45.88
365218,BLUE ASH CARE CENTER,OH,26,57,45.61
106103,GULFPORT NURSING CENTER,FL,15,33,45.45
675958,CHRISTIAN CARE CENTER,TX,24,53,45.28
395270,FOREST PARK NURSING AND REHABILITATION,PA,48,106,45.28
175185,SMOKY HILL REHABILITATION CENTER,KS,33,73,45.21
345197,WILLOW RIDGE OF NC,NC,47,104,45.19
235175,MEDILODGE OF FRANKENMUTH,MI,23,51,45.10
385045,PORTHAVEN POST ACUTE,OR,27,60,45.00
055601,PARKVIEW JULIAN HEALTHCARE CENTER,CA,39,87,44.83
155557,MILLER'S MERRY MANOR,IN,26,58,44.83
155469,CASA OF HOBART,IN,43,96,44.79
146001,APERION CARE INTERNATIONAL,IL,90,201,44.78
365667,MEDINA CENTER FOR REHABILITATION AND NURSING,OH,30,67,44.78
055612,FEATHER RIVER CARE CENTER,CA,17,38,44.74
145371,ARCADIA CARE BLOOMINGTON,IL,41,92,44.57
056078,ALTA VIEW POST ACUTE,CA,40,90,44.44
235052,ABERDEEN REHABILITATION AND SKILLED NURSING CENTER,MI,16,36,44.44
235057,MAJESTIC CARE OF LIVONIA,MI,43,97,44.33
345039,SUMMERSTONE HEALTH AND REHABILITATION CENTER,NC,43,97,44.33
056238,WINDSOR VALLEJO NURSING & REHABILITATION CENTER,CA,69,156,44.23
235366,MISSION POINT NSG & PHY REHAB CTR OF FOREST HILLS,MI,23,52,44.23
146124,CARMI MANOR REHAB & NRSG CTR,IL,19,43,44.19
345415,PINEVILLE REHABILITATION AND LIVING CTR,NC,34,77,44.16
366273,ASTORIA PLACE OF CAMBRIDGE,OH,15,34,44.12
395653,WOODHAVEN HEALTH & REHAB CENTER,PA,41,93,44.09
056074,AUTUMN CREEK POST ACUTE,CA,59,134,44.03
366081,PARKVIEW CARE CENTER,OH,11,25,44.00
345418,SWANNANOA VALLEY HEALTH AND REHABILITATION,NC,44,100,44.00
145111,ELMHURST EXTENDED CARE CENTER,IL,11,25,44.00
165448,BISHOP DRUMM RETIREMENT CENTER,IA,51,116,43.97
235428,OPTALIS HEALTH AND REHAB OF DEARBORN HEIGHTS,MI,40,91,43.96
345519,LIBERTY COMMONS NSG & REHAB CTR OF JOHNSTON CTY,NC,40,91,43.96
165324,"ACCURA HEALTHCARE OF PLEASANTVILLE, LLC",IA,18,41,43.90
145664,WESTSIDE REHAB & CARE CENTER,IL,18,41,43.90
215362,RESTORE HEALTH REHABILITATION CENTER,MD,32,73,43.84
165162,ALTOONA NURSING AND REHABILITATION CENTER,IA,39,89,43.82
146076,MANOR COURT OF CLINTON,IL,35,80,43.75
235433,GREENFIELD REHAB AND NURSING CENTER,MI,35,80,43.75
365284,CRESTWOOD CARE CENTER,OH,41,94,43.62
365385,"GALION POINTE, INC",OH,17,39,43.59
555442,CAPITAL POST ACUTE,CA,47,108,43.52
235358,MEDILODGE OF LUDINGTON,MI,30,69,43.48
145850,CITY VIEW MULTICARE CENTER,IL,105,242,43.39
365293,MT AIRY GARDENS REHABILITATION AND NURSING CENTER,OH,36,83,43.37
345169,THE GREENS AT GASTONIA,NC,49,113,43.36
505251,"COLFAX OF CASCADIA, LLC",WA,19,44,43.18
525281,WATERS EDGE HEALTH AND REHABILITATION CENTER,WI,41,95,43.16
676450,TERRA BELLA HEALTH AND WELLNESS SUITES,TX,44,102,43.14
056259,NORTHVINE POSTACUTE CARE,CA,22,51,43.14
505491,EVERETT CENTER,WA,31,72,43.06
145295,APERION CARE MARSEILLES,IL,31,72,43.06
165452,WAPELLO SPECIALTY CARE,IA,15,35,42.86
146037,PLEASANT MEADOWS SENIOR LIVING,IL,33,77,42.86
146080,COUNTRYVIEW CARE CENTER-MACOMB,IL,18,42,42.86
395298,LAKEWOOD REHABILITATION & HEALTHCARE CENTER,PA,41,96,42.71
366175,CARECORE AT THE MEADOWS,OH,35,82,42.68
455490,THE LAKES AT TEXAS CITY,TX,32,75,42.67
525549,HERITAGE SQUARE HEALTH CARE CENTER,WI,29,68,42.65
505386,MARYSVILLE CARE CENTER,WA,26,61,42.62
365907,FRANCISCAN CARE CTR SYLVANIA,OH,28,66,42.42
235363,MISSION POINT NSG & PHY REHAB CTR OF FLINT,MI,50,118,42.37
145500,HILLSBORO REHAB & HCC,IL,36,85,42.35
055992,WEST COVINA HEALTHCARE CENTER,CA,36,85,42.35
525685,PLYMOUTH HEALTH SERVICES,WI,11,26,42.31
065423,"CENTER AT ROCK CREEK, LLC",CO,11,26,42.31
525482,BURLINGTON HEALTH AND REHABILITATION CENTER,WI,33,78,42.31
465117,SOUTH OGDEN POST ACUTE,UT,30,71,42.25
38E075,TIERRA ROSE CARE CENTER,OR,30,71,42.25
265699,BEAUVAIS REHAB AND HEALTHCARE CENTER,MO,57,135,42.22
155819,WELLBROOKE OF KOKOMO,IN,19,45,42.22
375520,NORTHWEST NURSING CENTER,OK,19,45,42.22
555416,GLENDORA CANYON TRANSITIONAL CARE UNIT,CA,46,109,42.20
165288,ATLANTIC SPECIALTY CARE,IA,27,64,42.19
235396,THE VILLA AT SILVERBELL ESTATES,MI,35,83,42.17
675801,GILMER NURSING AND REHABILITATION,TX,24,57,42.11
675671,GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,TX,16,38,42.11
055987,BROADWAY VILLA POST ACUTE,CA,52,124,41.94
235260,REGENCY AT WATERFORD,MI,52,124,41.94
175135,MEDICALODGES POST ACUTE CARE CENTER,KS,13,31,41.94
155272,ALLISON POINTE HEALTHCARE CENTER,IN,46,110,41.82
365327,MONTGOMERY CARE CENTER,OH,23,55,41.82
235250,ADIRA NURSING AND REHAB,MI,33,79,41.77
056166,MEADOW CREEK POST-ACUTE,CA,38,91,41.76
155815,CLEARVISTA LAKE HEALTH CAMPUS,IN,15,36,41.67
235506,SHELBY HEALTH AND REHABILITATION CENTER,MI,74,178,41.57
555122,MCKINLEY PARK CARE CENTER,CA,32,77,41.56
055297,THE SPRINGS POST-ACUTE,CA,39,94,41.49
145000,WASHINGTON SENIOR LIVING,IL,29,70,41.43
555260,BAKERSFIELD POST ACUTE,CA,40,97,41.24
555004,PLAYA DEL REY CENTER,CA,35,85,41.18
056378,OCEAN RIDGE POST ACUTE,CA,35,85,41.18
145936,ALIYA OF HIGHWOOD,IL,37,90,41.11
455699,PARADIGM AT THE CREEK,TX,30,73,41.10
465129,PARKWAY HEALTH CENTER,UT,23,56,41.07
555891,VETERANS HOME OF CALIFORNIA - REDDING,CA,16,39,41.03
375470,CHANDLER THERAPY & LIVING CENTER LLC,OK,16,39,41.03
215010,PINES NURSING AND REHAB,MD,41,100,41.00
146000,APERION CARE FAIRFIELD,IL,25,61,40.98
155220,DYER NURSING AND REHABILITATION CENTER,IN,43,105,40.95
345010,BEAR MOUNTAIN HEALTH AND REHABILITATION,NC,27,66,40.91
145651,LA BELLA OF ALTON,IL,49,120,40.83
265120,ST SOPHIA HEALTH & REHABILITATION CENTER,MO,73,179,40.78
155738,"MILTON HOME, THE",IN,11,27,40.74
555139,"MIRACLE MILE HEALTHCARE CENTER, LLC",CA,44,108,40.74
525494,SERENITY SPRING SENIOR LIVING AT SCANDIA VILLAGE,WI,11,27,40.74
345450,WESTWOOD HEALTH AND REHABILITATION,NC,24,59,40.68
165241,GRUNDY CARE CENTER,IA,13,32,40.63
365551,CLOVERNOOK HEALTH CARE AND REHABILITATION CENTER,OH,43,106,40.57
345529,UNIVERSAL HEALTH CARE/NORTH RALEIGH,NC,43,106,40.57
165251,RAVENWOOD SPECIALTY CARE,IA,51,126,40.48
555054,PACIFIC POST ACUTE,CA,17,42,40.48
335338,BISHOP REHABILITATION AND NURSING CENTER,NY,106,262,40.46
265665,HILL CREST MANOR,MO,19,47,40.43
365879,CITYVIEW HEALTHCARE AND REHABILITATION,OH,38,94,40.43
145419,BRIA OF ELMWOOD PARK,IL,59,146,40.41
395662,LOGAN SQUARE REHABILITATION AND HEALTHCARE CENTER,PA,42,104,40.38
155423,HAMMOND-WHITING CARE CENTER,IN,25,62,40.32
395660,CLAREMONT NURSING & REHABILITATION CENTER,PA,106,263,40.30
235139,AVISTA NURSING AND REHAB,MI,31,77,40.26
145668,BRIA OF BELLEVILLE,IL,53,132,40.15
146085,LA BELLA AT CLIFTON,IL,28,70,40.00
235285,MEDILODGE OF LANSING,MI,26,65,40.00
265736,U-CITY FOREST MANOR,MO,28,70,40.00
366036,GLENDORA HEALTH CARE CENTER,OH,12,30,40.00
055119,WEST PICO TERRACE HEALTHCARE & WELLNESS CENTRE LP,CA,18,45,40.00
505296,ST FRANCIS OF BELLINGHAM,WA,20,50,40.00
345520,MAGNOLIA GARDENS CENTER FOR NURSING AND REHAB,NC,40,100,40.00
235615,CARETEL INNS OF BRIGHTON,MI,24,60,40.00
505093,ORCHARD PARK HEALTH CARE & REHAB CENTER,WA,42,105,40.00
525657,MONTELLO CARE CENTER,WI,10,25,40.00
525521,HEARTLAND COUNTRY VILLAGE,WI,10,25,40.00
235320,LAHSER HILLS CARE CENTRE,MI,42,105,40.00
555229,VALLEY HEALTHCARE CENTER,CA,26,65,40.00
145885,MAYFIELD CARE AND REHAB,IL,47,118,39.83
365162,WESLEYAN VILLAGE,OH,35,88,39.77
365675,ARBORS AT MILFORD,OH,25,63,39.68
235414,THE VILLA AT WEST BRANCH,MI,23,58,39.66
365713,EMBASSY OF PAINESVILLE,OH,21,53,39.62
395193,ROSEMONT CENTER,PA,21,53,39.62
155508,TRANSCENDENT HEALTHCARE OF BOONVILLE,IN,21,53,39.62
145785,BRIA OF MASCOUTAH,IL,21,53,39.62
366361,OTTERBEIN MONCLOVA,OH,21,53,39.62
395545,ACCELA REHAB AND CARE CENTER AT SPRINGFIELD,PA,42,106,39.62
155265,WEDGEWOOD HEALTHCARE CENTER,IN,40,101,39.60
345563,PAVILION HEALTH CENTER AT BRIGHTMORE,NC,34,86,39.53
555894,FOOTHILL HEIGHTS CARE CENTER,CA,17,43,39.53
525321,RIVERDALE HEALTH CARE CENTER,WI,17,43,39.53
505185,OLYMPIC VIEW CARE,WA,32,81,39.51
345307,THE IVY AT GASTONIA LLC,NC,15,38,39.47
395095,BRYN MAWR VILLAGE,PA,15,38,39.47
265872,"IGNITE MEDICAL RESORT KANSAS CITY, LLC",MO,30,76,39.47
145502,TAYLORVILLE CARE CENTER,IL,28,71,39.44
205180,WINDWARD GARDENS,ME,26,66,39.39
465111,SANDY HEALTH AND REHAB,UT,26,66,39.39
055617,PASADENA GROVE HEALTH CENTER,CA,26,66,39.39
056114,"EAST TERRACE REHABILITATION & WELLNESS CENTRE, LP",CA,37,94,39.36
235459,ALTERCARE OF BIG RAPIDS CTR FOR REHAB & NURSING CA,MI,24,61,39.34
065221,CREEKSIDE VILLAGE REHABILITATION AND NURSING LLC,CO,24,61,39.34
525318,SHERIDAN HEALTH AND REHABILITATION CENTER,WI,22,56,39.29
145438,COLLINSVILLE REHAB & HEALTH CC,IL,22,56,39.29
385232,LAUREL HILL NURSING CENTER,OR,11,28,39.29
285204,COLONIAL HAVEN,NE,11,28,39.29
395828,"MAPLE HEIGHTS HEALTH & REHAB CENTER, LLC",PA,55,140,39.29
145460,THRIVE OF LAKE COUNTY,IL,63,161,39.13
145437,APERION CARE PRINCETON,IL,27,69,39.13
285058,EMERALD NURSING & REHABILITATION MERCY,NE,36,92,39.13
555709,CHAPMAN GLOBAL MEDICAL CENTER D/P SNF,CA,9,23,39.13
265523,PARKWOOD SKILLED NURSING AND REHABILITATION CENTER,MO,27,69,39.13
366207,BELLA TERRACE REHABILITATION AND NURSING CENTER,OH,34,87,39.08
365065,HARRISON PAVILION CARE CENTER,OH,32,82,39.02
145660,APERION CARE WESTCHESTER,IL,39,100,39.00
555852,PARK AVENUE HEALTHCARE & WELLNESS CENTER,CA,85,218,38.99
285072,GOOD SAMARITAN SOCIETY - HASTINGS VILLAGE,NE,14,36,38.89
056361,"FORTUNA REHABILITATION AND WELLNESS CENTER, LP",CA,28,72,38.89
146184,LUTHER OAKS,IL,7,18,38.89
146003,"LOFT REHAB OF ROCK SPRINGS, THE",IL,40,103,38.84
15E064,BROOKSIDE CARE STRATEGIES,IN,12,31,38.71
135098,VALLEY VIEW NURSING & REHABILITATION,ID,24,62,38.71
165580,URBANDALE HEALTH CARE CENTER,IA,34,88,38.64
515179,CANTERBURY CENTER,WV,22,57,38.60
676368,TREVISO TRANSITIONAL CARE,TX,27,70,38.57
365718,ARBORS AT STREETSBORO,OH,27,70,38.57
345557,AZALEA HEALTH & REHAB CENTER,NC,27,70,38.57
335253,CENTRAL PARK REHABILITATION AND NURSING CENTER,NY,59,153,38.56
365324,GARDENS OF BELDEN VILLAGE,OH,32,83,38.55
395646,OAK HILL HEALTHCARE AND REHABILITATION CENTER,PA,15,39,38.46
555716,WEST VALLEY SUBACUTE AND NURSING CENTER,CA,35,91,38.46
235331,MEDILODGE OF HOWELL,MI,53,138,38.41
055077,CORAL COVE POST ACUTE,CA,43,112,38.39
235663,NOTTING HILL OF WEST BLOOMFIELD,MI,38,99,38.38
235601,IRON RIVER CARE CENTER,MI,23,60,38.33
055401,MEADOWBROOK POST ACUTE,CA,23,60,38.33
056133,WEST HILLS HEALTH AND REHABILITATION  CENTER,CA,54,141,38.30
365834,KENT HEALTHCARE AND REHABILITATION.,OH,18,47,38.30
145776,BEACON CARE AND REHABILITATION,IL,31,81,38.27
365277,BRADFORD PLACE CARE CENTER,OH,26,68,38.24
165275,CREST HAVEN CARE CENTRE,IA,13,34,38.24
235722,MISSION POINT NSG & PHY REHAB CTR OF HOLLY,MI,21,55,38.18
285137,LIFE CARE CENTER OF OMAHA,NE,29,76,38.16
165034,HARMONY WATERLOO,IA,29,76,38.16
165235,LENOX CARE CENTER,IA,8,21,38.10
515052,MERCER HEALTHCARE CENTER,WV,40,105,38.10
14E847,AVENUES AT SPRINGFIELD,IL,24,63,38.10
385136,GLISAN POST ACUTE,OR,24,63,38.10
385167,SOUTH HILLS REHABILITATION CENTER,OR,27,71,38.03
475027,BENNINGTON HEALTH & REHAB,VT,22,58,37.93
555854,MESA GLEN CARE CENTER,CA,36,95,37.89
235015,INGHAM COUNTY MEDICAL CARE FAC,MI,50,132,37.88
055364,LONG BEACH HEALTHCARE CENTER,CA,50,132,37.88
145681,PALOS HEIGHTS REHABILITATION,IL,42,111,37.84
145439,ACCOLADE HEALTHCARE OF SAVOY,IL,65,172,37.79
345365,SIGNATURE HEALTHCARE OF KINSTON,NC,34,90,37.78
365624,PERRYSBURG HEALTHCARE AND REHABILITATION CENTER.,OH,20,53,37.74
235069,PINECREST MEDICAL CARE FACILITY,MI,23,61,37.70
365780,LEGACY MARIETTA,OH,23,61,37.70
445150,MAJESTIC GARDENS AT MEMPHIS REHAB & SNC,TN,49,130,37.69
145261,APERION CARE DEKALB,IL,29,77,37.66
165165,NORTHCREST SPECIALTY CARE,IA,32,85,37.65
395868,EMBASSY OF HEARTHSIDE,PA,32,85,37.65
085025,CHURCHMAN VILLAGE,DE,35,93,37.63
146036,SHAWNEE SENIOR LIVING,IL,38,101,37.62
235508,THE MANOR OF FARMINGTON HILLS,MI,41,109,37.61
235405,MISSION POINT NSG & PHY REHAB CTR OF CLINTON TWP,MI,30,80,37.50
245400,WABASSO RESTORATIVE CARE CENTER,MN,15,40,37.50
145604,HENRY REHAB AND NURSING,IL,18,48,37.50
065213,HEALTH CENTER AT FRANKLIN PARK,CO,21,56,37.50
366148,OTTERBEIN SUNSET HOUSE,OH,6,16,37.50
285049,EMERALD NURSING & REHAB BROOKSIDE LLC,NE,41,110,37.27
365215,SUBURBAN HEALTHCARE AND REHABILITATION,OH,41,110,37.27
055287,VALLEY PALMS CARE CENTER,CA,35,94,37.23
055818,ROYAL GARDENS HEALTHCARE,CA,16,43,37.21
145713,MOMENCE MEADOWS NURSING & REHAB,IL,29,78,37.18
155668,CHARLESTOWN PLACE AT NEW ALBANY,IN,42,113,37.17
165257,GOLDEN AGE CARE CENTER,IA,13,35,37.14
515049,MORGANTOWN HEIGHTS OF JOURNEY,WV,26,70,37.14
365577,PRESTIGE GARDENS REHABILITATION AND NURSING CENTER,OH,23,62,37.10
385120,VALLEY WEST HEALTH CARE CENTER,OR,23,62,37.10
235635,CARETEL INNS OF TRI-CITIES,MI,20,54,37.04
515178,CARE HAVEN CENTER,WV,24,65,36.92
245320,WOODLYN HEIGHTS HEALTHCARE CENTER,MN,24,65,36.92
146028,WEALSHIRE CTR OF EXCELLENCE,IL,31,84,36.90
055167,VERNON HEALTHCARE CENTER,CA,35,95,36.84
055282,POMONA VISTA CARE CENTER,CA,21,57,36.84
145508,HIGHLAND HEALTH CARE CENTER,IL,32,87,36.78
155491,MAJESTIC CARE OF CONNERSVILLE,IN,32,87,36.78
056489,HOLLYWOOD PREMIER HEALTHCARE CENTER,CA,32,87,36.78
365770,EMBASSY OF CAMBRIDGE,OH,25,68,36.76
146026,LEWIS MEMORIAL CHRISTIAN VLG,IL,43,117,36.75
155801,TRANSCENDENT HEALTHCARE OF BOONVILLE - NORTH,IN,18,49,36.73
165274,NORTHERN MAHASKA SPECIALTY CARE,IA,29,79,36.71
235598,RIVERIDGE REHABILITATION AND HEALTHCARE CENTER,MI,29,79,36.71
345222,AUTUMN CARE OF DREXEL,NC,33,90,36.67
555223,ST. JOHN'S HOSPITAL CAMARILLO D/P SNF,CA,26,71,36.62
155443,"WATERS OF MUNCIE, THE",IN,19,52,36.54
235509,THE ORCHARDS AT WARREN,MI,42,115,36.52
055737,SUNNY HILLS POST ACUTE,CA,46,126,36.51
395208,BELAIR HEALTHCARE AND REHABILITATION CENTER,PA,23,63,36.51
055206,PLAZA HEALTHCARE CENTER,CA,50,137,36.50
365209,MAJESTIC CARE OF MIDDLETOWN LLC,OH,50,137,36.50
165214,LANTERN PARK SPECIALTY CARE,IA,31,85,36.47
145241,HELIA SOUTHBELT HEALTHCARE,IL,39,107,36.45
055764,WHITTIER PACIFIC CARE CENTER,CA,36,99,36.36
366241,STEUBENVILLE COUNTRY CLUB MANOR,OH,16,44,36.36
366274,THE LAURELS OF CHAGRIN FALLS,OH,12,33,36.36
146013,BERKELEY NURSING & REHAB CENTER,IL,16,44,36.36
145655,BRIA OF WOODRIVER,IL,29,80,36.25
145524,ACCOLADE HC OF EAST PEORIA,IL,21,58,36.21
065188,PRESTIGE CARE CENTER OF MORRISON,CO,34,94,36.17
345388,HUNTER WOODS NURSING AND REHAB,NC,34,94,36.17
395471,ARMSTRONG REHABILITATION AND NURSING CENTER,PA,26,72,36.11
155282,SERENITY SPRING SENIOR LIVING AT NORTHWOOD,IN,22,61,36.07
675001,THE WOODLANDS,TX,22,61,36.07
056159,SHERMAN VILLAGE HCC,CA,36,100,36.00
335825,THE BROOK AT HIGH FALLS NURSING HOME AND REHAB CTR,NY,9,25,36.00
146114,LENA LIVING CENTER,IL,18,50,36.00
385161,MILTON FREEWATER HEALTH & REHABILITATION CENTER,OR,9,25,36.00
056415,LYNWOOD POST ACUTE CARE CENTER,CA,32,89,35.96
366041,ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER,OH,23,64,35.94
555256,THE REHABILITATION CENTER OF BAKERSFIELD,CA,51,142,35.92
146167,FOSTER HEALTH & REHAB CENTER,IL,14,39,35.90
366377,TRANQUILITY OF RICHMOND HEIGHTS,OH,19,53,35.85
505338,"SNOHOMISH OF CASCADIA, LLC",WA,19,53,35.85
165536,I O O F HOME AND COMMUNITY THERAPY CENTER,IA,24,67,35.82
155334,WILDWOOD HEALTHCARE CENTER,IN,50,140,35.71
555757,MILPITAS CARE CENTER,CA,10,28,35.71
165255,VIA OF CARLISLE,IA,25,70,35.71
215031,AUTUMN LAKE HEALTHCARE AT LONG GREEN,MD,40,112,35.71
345489,SATURN NURSING & REHABILITATION,NC,35,98,35.71
365129,EASTBROOK HEALTHCARE CENTER,OH,31,87,35.63
395682,PROVIDENCE HEALTH & REHAB CENTER,PA,42,118,35.59
455565,PALESTINE HEALTHCARE CENTER,TX,11,31,35.48
055516,CHICO TERRACE CARE CENTER,CA,22,62,35.48
555463,THE VILLAGE HEALTHCARE CENTER,CA,11,31,35.48
366145,LAKERIDGE VILLA HEALTH CARE CENTER,OH,33,93,35.48
555039,FIRESIDE HEALTH CARE CENTER,CA,22,62,35.48
145517,WHITE OAK REHABILITATION & HCC,IL,11,31,35.48
235556,WOODWARD HILLS HEALTH AND REHABILITATION CTR,MI,51,144,35.42
365611,LEGACY WESTERVILLE,OH,34,96,35.42
145484,ELEVATE CARE CHICAGO NORTH,IL,57,161,35.40
365523,ARBORS AT OREGON,OH,29,82,35.37
345227,CYPRESS VALLEY CNTR FOR NURSING AND REHABILITATION,NC,35,99,35.35
515086,BECKLEY HEALTHCARE CENTER,WV,65,184,35.33
525442,TOMAH NURSING AND REHAB,WI,18,51,35.29
525552,WHEATON FRANCISCAN HC - TERRACE AT ST FRANCIS,WI,18,51,35.29
375492,HOMESTEAD OF HUGO,OK,18,51,35.29
365408,ARBORS AT DELAWARE,OH,30,85,35.29
515169,VALLEY CENTER,WV,43,122,35.25
145846,LA BELLA OF EDWARDSVILLE,IL,37,105,35.24
345283,THE CITADEL MOORESVILLE,NC,37,105,35.24
145087,ALIYA OF OAK LAWN,IL,50,142,35.21
465083,CRESTWOOD REHABILITATION AND NURSING,UT,25,71,35.21
155834,BRICKYARD HEALTHCARE - WILLOW SPRINGS CARE CENTER,IN,19,54,35.19
145489,PIPER CITY REHAB & LIVING CTR,IL,13,37,35.14
345261,LOTUS VILLAGE CENTER FOR NURSING & REHABILITATION,NC,26,74,35.14
495272,CANTERBURY REHABILITATION AND HEALTHCARE CENTER,VA,59,168,35.12
366410,ST CLARE COMMONS,OH,20,57,35.09
235561,ARIA NURSING AND REHAB,MI,34,97,35.05
155494,"WATERS OF SCOTTSBURG, THE",IN,21,60,35.00
055341,GEM TRANSITIONAL,CA,21,60,35.00
395651,BIRCHWOOD REHABILITATION & HEALTHCARE CENTER,PA,32,92,34.78
365911,WINCHESTER TERRACE,OH,16,46,34.78
265419,COUNTRY VIEW NURSING,MO,16,46,34.78
675612,PARADIGM AT WESTBURY,TX,41,118,34.75
235412,THE VILLA AT TRAVERSE POINT,MI,27,78,34.62
395223,"GARDENS AT WEST SHORE, THE",PA,63,182,34.62
325131,SPANISH TRAILS REHABILITATION SUITES,NM,37,107,34.58
495097,PARHAM HEALTH CARE & REHAB CEN,VA,56,162,34.57
065152,SUNDANCE SKILLED NURSING AND REHABILITATION,CO,19,55,34.55
165180,ODEBOLT SPECIALTY CARE,IA,10,29,34.48
365290,KIRTLAND REHABILITATION & CARE,OH,40,116,34.48
115206,MARIETTA CENTER FOR NURSING AND HEALING,GA,42,122,34.43
555306,KEI-AI SOUTH BAY HEALTHCARE CENTER,CA,32,93,34.41
675764,SPRING BRANCH TRANSITIONAL CARE CENTER,TX,64,186,34.41
235614,COVENANT VILLAGE OF THE GREAT LAKES,MI,11,32,34.38
235343,KITH HAVEN,MI,44,128,34.38
175450,ANEW HEALTHCARE OXFORD,KS,11,32,34.38
505272,LIFE CARE CENTER OF MOUNT VERNON,WA,23,67,34.33
365849,AYDEN HEALTHCARE OF TOLEDO,OH,25,73,34.25
365196,PLEASANT RIDGE HEALTHCARE CENTER,OH,25,73,34.25
235292,MEDILODGE OF SAULT STE MARIE,MI,25,73,34.25
445502,"THE WATERS OF SMYRNA, LLC",TN,26,76,34.21
555876,ALTA HEALTHCARE CENTER OF CAMARILLO,CA,13,38,34.21
365737,HEATHERDOWNS REHAB & RESIDENTIAL CARE CENTER,OH,26,76,34.21
265807,CRESTVIEW HOME,MO,14,41,34.15
146132,SOUTH SUBURBAN REHAB CENTER,IL,43,126,34.13
395344,POTTSVILLE REHABILITATION AND NURSING CENTER,PA,44,129,34.11
555410,WEST GARDENA POST ACUTE,CA,15,44,34.09
115685,HEARDMONT HEALTH AND REHABILITATION,GA,15,44,34.09
055894,BROADWAY BY THE SEA,CA,31,91,34.07
366302,AVENTURA AT SHILOH SPRINGS,OH,16,47,34.04
245339,MOTHER OF MERCY SENIOR LIVING,MN,18,53,33.96
146164,COMMUNITY CARE NURSING CENTER,IL,18,53,33.96
676475,RIVERWOOD HEALTHCARE,TX,19,56,33.93
385125,AVAMERE REHABILITATION OF OREGON CITY,OR,20,59,33.90
235517,MEDILODGE OF CAMPUS AREA,MI,23,68,33.82
365396,MAJESTIC CARE OF FAIRFIELD LLC,OH,49,145,33.79
155496,VALLEY VIEW HEALTHCARE CENTER,IN,27,80,33.75
375245,NOBLE HEALTH CARE CENTER,OK,28,83,33.73
056451,WINDSOR CARE CENTER OF CHEVIOT HILLS,CA,28,83,33.73
155840,IGNITE MEDICAL RESORT DYER LLC.,IN,31,92,33.70
056412,NORTHRIDGE CARE CENTER,CA,33,98,33.67
396048,HARMAR VILLAGE HEALTH & REHAB CENTER,PA,34,101,33.66
365783,AVENTURA AT ASSUMPTION VILLAGE,OH,34,101,33.66
056195,LA BREA REHABILITATION CENTER,CA,42,125,33.60
145405,BRIA OF WESTMONT,IL,55,164,33.54
145244,APERION CARE LAKESHORE,IL,76,227,33.48
235661,STONEGATE HEALTH CAMPUS,MI,21,63,33.33
366002,CRESTLINE REHABILITATION AND NURSING CENTER,OH,6,18,33.33
145070,ZAHAV OF BERWYN,IL,42,126,33.33
145748,MONTGOMERY PLACE,IL,9,27,33.33
385182,CRESWELL POST ACUTE,OR,17,51,33.33
