PROVIDER_NAME,STATE,MONTH,TOTAL_HOURS_WORKED
THE BLOSSOMS AT VAN BUREN REHAB AND NURSING CENTER,AR,1970-08,343.25
THE BLOSSOMS AT WEST DIXON REHAB & NURSING CENTER,AR,1970-08,257.25
THE BLOSSOMS AT WHITE HALL REHAB & NURSING CENTER,AR,1970-08,307.23
THE BLOSSOMS AT WHITE RIVER REHAB & NURSING CENTER,AR,1970-08,167.5
THE BLOSSOMS AT WOODLAND HILLS REHAB & NURSING CEN,AR,1970-08,271
THE CROSSING AT RIVERSIDE HEALTH AND REHABILITATIO,AR,1970-08,525.85
THE GREEN HOUSE COTTAGES OF BELLE MEADE,AR,1970-08,558.46
THE GREEN HOUSE COTTAGES OF HOMEWOOD,AR,1970-08,382.76
THE GREEN HOUSE COTTAGES OF NORTHWEST ARKANSAS,AR,1970-08,348.95
THE GREEN HOUSE COTTAGES OF POPLAR GROVE,AR,1970-08,582.8
THE GREEN HOUSE COTTAGES OF SOUTHERN HILLS,AR,1970-08,436.71
THE GREEN HOUSE COTTAGES OF WALNUT RIDGE,AR,1970-08,336.91
THE GREEN HOUSE COTTAGES OF WENTWORTH PLACE,AR,1970-08,467.42
THE LAKES AT MAUMELLE HEALTH AND REHABILITATION,AR,1970-08,238.6
THE MAPLES AT HAR-BER MEADOWS,AR,1970-08,295.26
THE PINES NURSING AND REHABILITATION CENTER,AR,1970-08,236.75
THE SPRINGS BATESVILLE,AR,1970-08,334.5
THE SPRINGS BROADWAY,AR,1970-08,244.95
THE SPRINGS JONESBORO,AR,1970-08,435.5
THE SPRINGS MAGNOLIA,AR,1970-08,295.2
THE SPRINGS OF AVALON,AR,1970-08,223.1
THE SPRINGS OF BARROW,AR,1970-08,270.5
THE SPRINGS OF BRINKLEY,AR,1970-08,242.17
THE SPRINGS OF CAMDEN,AR,1970-08,288.8
THE SPRINGS OF CHENAL,AR,1970-08,223.27
THE SPRINGS OF EL DORADO,AR,1970-08,301.7
THE SPRINGS OF GREERS FERRY,AR,1970-08,294.4
THE SPRINGS OF HARRISON,AR,1970-08,267.8
THE SPRINGS OF HILLCREST,AR,1970-08,340.5
THE SPRINGS OF MINE CREEK,AR,1970-08,241.5
THE SPRINGS OF MT VISTA,AR,1970-08,252.8
THE SPRINGS OF PARK AVE,AR,1970-08,234.6
THE SPRINGS OF PINE BLUFF,AR,1970-08,311.2
THE SPRINGS OF PINNACLE MOUNTAIN,AR,1970-08,281.87
THE SPRINGS OF TEXARKANA,AR,1970-08,283.9
THE SPRINGS SEARCY,AR,1970-08,443.3
THE VILLAGES OF GENERAL BAPTIST HEALTH CARE WEST,AR,1970-08,200.04
"THE WOODS, A NIGHTINGALE COMMUNITY",AR,1970-08,275.75
THREE RIVERS HEALTH AND REHABILITATION CENTER,AR,1970-08,394.02
TIMBERLANE HEALTH & REHABILITATION,AR,1970-08,272.21
TRINITY VILLAGE MEDICAL CENTER,AR,1970-08,389.1
TWIN LAKES THERAPY AND LIVING,AR,1970-08,163.8
TWIN RIVERS REHABILITATION AND HEALTHCARE CENTER,AR,1970-08,288.21
VALLEY SPRINGS REHABILITATION AND HEALTH CENTER,AR,1970-08,265.8
VAN BUREN HEALTHCARE AND REHABILITATION CENTER,AR,1970-08,360.72
VILLAGE SPRINGS HEALTH AND REHAB OF HOT SPRINGS,AR,1970-08,364.05
WALDRON NURSING AND REHAB OF WALDRON,AR,1970-08,177.64
"WESTWOOD HEALTH AND REHAB, INC",AR,1970-08,224.44
WHITE RIVER HEALTHCARE,AR,1970-08,145.77
"WILLOWBEND HEALTH AND REHABILITATION, LLC",AR,1970-08,481
WINDCREST HEALTH AND REHAB INC,AR,1970-08,190.13
WOOD-LAWN HEIGHTS,AR,1970-08,488.81
WOODLAND HILLS HEALTHCARE AND REHABILITATION,AR,1970-08,188.14
WOODRUFF COUNTY HEALTH CENTER,AR,1970-08,416.92
ACACIA HEALTH CENTER,AZ,1970-08,395.58
ADVANCE HEALTH CARE OF SCOTTSDALE,AZ,1970-08,185.34
ADVANCED HEALTH CARE OF GLENDALE,AZ,1970-08,269.58
ADVANCED HEALTHCARE OF MESA,AZ,1970-08,143.96
ALLEGIANT HEALTHCARE OF MESA,AZ,1970-08,360.77
ALTA MESA HEALTH AND REHABILITATION,AZ,1970-08,206.75
APACHE JUNCTION HEALTH CENTER,AZ,1970-08,432.17
ARCHIE HENDRICKS SENIOR SKILLED NURSING FACILITY,AZ,1970-08,251.75
ARCHSTONE CARE CENTER,AZ,1970-08,298.19
ARIZONA STATE VETERAN HOME-PHX,AZ,1970-08,470.16
ARIZONA STATE VETERAN HOME-TUCSON,AZ,1970-08,611.73
ASPIRE TRANSITIONAL CARE,AZ,1970-08,151.25
BEATITUDES CAMPUS,AZ,1970-08,161.17
BELLA VITA HEALTH AND REHABILITATION CENTER,AZ,1970-08,638.76
BOSWELL TRANSITIONAL CARE OF CASCADIA,AZ,1970-08,397.52
BROOKDALE SANTA CATALINA,AZ,1970-08,112.75
CAMELBACK POST ACUTE CARE AND REHABILITATION,AZ,1970-08,238.46
CARING HOUSE,AZ,1970-08,800.75
CASAS ADOBES POST ACUTE REHAB CENTER,AZ,1970-08,652.89
CATALINA POST ACUTE AND REHABILITATION,AZ,1970-08,302.16
"CENTER AT ARROWHEAD, LLC",AZ,1970-08,208.58
CHANDLER POST ACUTE AND REHABILITATION,AZ,1970-08,457.21
CITADEL POST ACUTE,AZ,1970-08,415.8
CORONADO HEALTHCARE CENTER,AZ,1970-08,666.21
DESERT BLOSSOM HEALTH & REHAB CENTER,AZ,1970-08,339.15
DESERT COVE NURSING CENTER,AZ,1970-08,159.27
DESERT HAVEN CARE CENTER,AZ,1970-08,260.5
DESERT HIGHLANDS CARE CENTER,AZ,1970-08,355.5
DESERT PEAK CARE CENTER,AZ,1970-08,574.57
DESERT TERRACE HEALTHCARE CENTER,AZ,1970-08,277.13
DEVON GABLES REHABILITATION CENTER,AZ,1970-08,685.53
DIAMONDBACK HEALTHCARE CENTER,AZ,1970-08,335.12
DR GUY GORMAN SR CARE HOME,AZ,1970-08,154
ESTRELLA HEALTH AND REHABILITATION CENTER,AZ,1970-08,448.76
FOOTHILLS REHABILITATION CENTER,AZ,1970-08,578.8
FOUNTAIN HILLS POST ACUTE,AZ,1970-08,127.97
FREEDOM PLAZA CARE CENTER,AZ,1970-08,242.51
FRIENDSHIP VILLAGE OF TEMPE,AZ,1970-08,393.74
GOOD SAMARITAN SOCIETY-PRESCOTT VALLEY,AZ,1970-08,238.9
GOOD SAMARITAN SOCIETY-PRESCOTT VILLAGE,AZ,1970-08,102.44
GOOD SAMARITAN SOCIETY-QUIBURI MISSION,AZ,1970-08,182.04
GRANITE CREEK HEALTH & REHABILITATION CENTER,AZ,1970-08,289.16
HANDMAKER HOME FOR THE AGING,AZ,1970-08,341.28
HAVASU NURSING CENTER,AZ,1970-08,140.5
"HAVEN HEALTH GREEN VALLEY, LLC",AZ,1970-08,286.18
"HAVEN HEALTH PRESCOTT, LLC",AZ,1970-08,173.65
"HAVEN HEALTH SKY HARBOR, LLC",AZ,1970-08,416.58
HAVEN OF CAMP VERDE,AZ,1970-08,120.15
HAVEN OF COTTONWOOD,AZ,1970-08,171.49
HAVEN OF DOUGLAS,AZ,1970-08,194.11
HAVEN OF FLAGSTAFF,AZ,1970-08,274.46
HAVEN OF GLOBE,AZ,1970-08,193.11
HAVEN OF LAKE HAVASU,AZ,1970-08,264.15
HAVEN OF LAKESIDE,AZ,1970-08,211.93
HAVEN OF PHOENIX,AZ,1970-08,300.22
HAVEN OF SAFFORD,AZ,1970-08,184.26
HAVEN OF SAGUARO VALLEY,AZ,1970-08,309.81
"HAVEN OF SANDPOINTE, LLC",AZ,1970-08,307.06
HAVEN OF SCOTTSDALE,AZ,1970-08,153.26
HAVEN OF SEDONA,AZ,1970-08,156.51
HAVEN OF SHOW LOW,AZ,1970-08,139.59
"HAVEN OF SIERRA VISTA, LLC",AZ,1970-08,302.97
HAVEN OF TUCSON,AZ,1970-08,323.67
HAVEN OF YUMA,AZ,1970-08,299.39
HERITAGE COURT POST ACUTE OF SCOTTSDALE,AZ,1970-08,226.28
HERITAGE HEALTH CARE CENTER,AZ,1970-08,232.19
HORIZON POST ACUTE AND REHABILITATION CENTER,AZ,1970-08,443.27
IMMANUEL CAMPUS OF CARE,AZ,1970-08,775.25
LA CANADA CARE CENTER,AZ,1970-08,305.9
LAKE PLEASANT POST ACUTE REHABILITATION CENTER,AZ,1970-08,416.41
LIFE CARE CENTER OF NORTH GLENDALE,AZ,1970-08,393.65
LIFE CARE CENTER OF PARADISE VALLEY,AZ,1970-08,376.89
LIFE CARE CENTER OF SCOTTSDALE,AZ,1970-08,137
LIFE CARE CENTER OF SIERRA VISTA,AZ,1970-08,178.96
LIFE CARE CENTER OF TUCSON,AZ,1970-08,222.94
LIFE CARE CENTER OF YUMA,AZ,1970-08,403.92
MARYLAND GARDENS POST ACUTE,AZ,1970-08,161.54
MI CASA NURSING CENTER,AZ,1970-08,421.39
MIRABELLA AT ASU,AZ,1970-08,154.57
MISSION PALMS POST ACUTE,AZ,1970-08,365.78
MONTECITO POST ACUTE CARE AND REHABILITATION,AZ,1970-08,698.48
MOUNTAIN VIEW CARE CENTER,AZ,1970-08,329.16
MOUNTAIN VIEW MANOR,AZ,1970-08,251.75
NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER,AZ,1970-08,975.77
NORTHPARK HEALTH AND REHABILITATION OF CASCADIA,AZ,1970-08,221.93
OASIS PAVILION NURSING & REHABILITATION CENTER,AZ,1970-08,286.5
OSBORN HEALTH AND REHABILITATION,AZ,1970-08,319.55
PALM VALLEY POST ACUTE,AZ,1970-08,606.52
PARK AVENUE HEALTH AND REHABILITATION CENTER,AZ,1970-08,418.18
PAYSON CARE CENTER,AZ,1970-08,150.24
PEORIA POST ACUTE AND REHABILITATION,AZ,1970-08,645.24
PHOENIX MOUNTAIN POST ACUTE,AZ,1970-08,375.85
PLAZA HEALTHCARE,AZ,1970-08,848.97
PROVIDENCE PLACE AT GLENCROFT,AZ,1970-08,452.13
PUEBLO SPRINGS REHABILITATION CENTER,AZ,1970-08,285.26
REHAB AT SCOTTSDALE VILLAGE SQUARE,AZ,1970-08,459.74
RIDGECREST POST ACUTE,AZ,1970-08,597.53
RIM COUNTRY HEALTH & RETIREMENT COMMUNITY,AZ,1970-08,150.44
RIO VISTA POST ACUTE AND REHABILITATION,AZ,1970-08,478.66
RIVER PARK POST ACUTE,AZ,1970-08,127.45
SABINO CANYON REHABILITATION & CARE CENTER,AZ,1970-08,340.86
SANDRIDGE POST ACUTE,AZ,1970-08,364.4
SANDSTONE ESTATES REHAB CENTRE,AZ,1970-08,190.53
SANDSTONE OF TUCSON REHAB CENTRE,AZ,1970-08,453.03
SANTA ROSA CARE CENTER,AZ,1970-08,550.5
SANTE OF CHANDLER,AZ,1970-08,342.39
SANTE OF MESA,AZ,1970-08,282.78
SANTE OF NORTH SCOTTSDALE,AZ,1970-08,337.49
SANTE OF SURPRISE,AZ,1970-08,349.08
SHEA POST ACUTE REHABILITATION CENTER,AZ,1970-08,348.5
SIERRA WINDS,AZ,1970-08,153.3
SILVERWOOD POST ACUTE,AZ,1970-08,270.91
SKILLED NURSING UNIT AT ORO VALLEY HOSPITAL,AZ,1970-08,130.75
SOUTH MOUNTAIN POST ACUTE,AZ,1970-08,381.18
SPLENDIDO AT RANCHO VISTOSO,AZ,1970-08,173.75
SPRINGDALE VILLAGE HEALTHCARE,AZ,1970-08,50.79
SUN CITY POST ACUTE,AZ,1970-08,308.93
SUN HEALTH GRANDVIEW CARE CENTER,AZ,1970-08,292.8
SUN HEALTH LA LOMA CARE CENTER,AZ,1970-08,174.2
SUN WEST CHOICE HEALTHCARE & REHAB,AZ,1970-08,383.22
SUNCREST HEALTHCARE CENTER,AZ,1970-08,192.15
SUNVIEW RESPIRATORY AND REHABILITATION,AZ,1970-08,558.45
SURPRISE HEALTH AND REHABILITATION CENTER,AZ,1970-08,520.01
TEMPE POST ACUTE,AZ,1970-08,224.11
THE CENTER AT TUCSON,AZ,1970-08,326.36
"THE CENTER AT VAL VISTA, LLC",AZ,1970-08,308.49
THE GARDENS REHAB & CARE CENTER,AZ,1970-08,152.86
THE LEGACY REHAB & CARE CENTER,AZ,1970-08,241.02
THE LINGENFELTER CENTER,AZ,1970-08,321.19
THE PEAKS HEALTH & REHABILITATION,AZ,1970-08,146.75
THE REHABILITATION CENTER AT THE PALAZZO,AZ,1970-08,170.97
THE TERRACES OF PHOENIX,AZ,1970-08,263.05
"VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",AZ,1970-08,162.14
"VI AT SILVERSTONE, A VI AND PLAZA COMPANIES COMMUN",AZ,1970-08,104.87
VILLA MARIA POST ACUTE AND REHABILITATION,AZ,1970-08,146.53
WELBROOK YUMA OPCO LLC,AZ,1970-08,158.49
WELLSPRINGS OF GILBERT,AZ,1970-08,105.28
WINSLOW CAMPUS OF CARE,AZ,1970-08,433.97
YUMA NURSING CENTER,AZ,1970-08,290
A GRACE SUB ACUTE & SKILLED CARE,CA,1970-08,524
ACC CARE CENTER,CA,1970-08,351.56
ADVANCED HEALTH CARE OF SACRAMENTO,CA,1970-08,186.15
ADVANCED REHAB CENTER OF TUSTIN,CA,1970-08,350.62
ADVENTIST HEALTH DELANO,CA,1970-08,317.86
ADVENTIST HEALTH SONORA - D/P SNF,CA,1970-08,277.32
AHMC SETON MEDICAL CENTER,CA,1970-08,699.4
ALAMEDA CARE CENTER,CA,1970-08,308.38
ALAMEDA COUNTY MEDICAL CENTER D/P SNF,CA,1970-08,641.1
ALAMEDA HEALTHCARE & WELLNESS CENTER,CA,1970-08,653.02
ALAMEDA HOSPITAL D/P SNF,CA,1970-08,736.17
ALAMITOS BELMONT HEALTH AND REHABILITATION,CA,1970-08,338.37
ALAMITOS WEST HEALTH & REHABILITATION,CA,1970-08,451.33
ALCOTT REHABILITATION HOSPITAL,CA,1970-08,391.96
ALDEN TERRACE CONVALESCENT HOSPITAL,CA,1970-08,700.13
ALEXANDRIA CARE CENTER,CA,1970-08,613.87
"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",CA,1970-08,340.4
ALHAMBRA HOSPITAL MED CTR DP/SNF,CA,1970-08,179.7
ALHAMBRA POST ACUTE,CA,1970-08,178.53
ALL SAINT'S MAUBERT,CA,1970-08,65.13
ALL SAINT'S SUBACUTE & TRANSITIONAL CARE,CA,1970-08,409.77
ALL SAINTS HEALTHCARE SUBACUTE,CA,1970-08,1091.85
ALMADEN HEALTH AND REHABILITATION  CENTER,CA,1970-08,297.06
ALMOND VIEW CARE CENTER,CA,1970-08,379.87
ALMOND VISTA HEALTHCARE,CA,1970-08,771.09
ALTA GARDENS CARE CENTER,CA,1970-08,436.59
ALTA HEALTHCARE CENTER OF CAMARILLO,CA,1970-08,244.56
ALTA VIEW POST ACUTE,CA,1970-08,366.6
ALTA VISTA HEALTHCARE & WELLNESS CENTRE,CA,1970-08,382.03
ALVARADO CARE CENTER,CA,1970-08,240.48
AMAYA SPRINGS HEALTH CARE CENTER,CA,1970-08,169.78
AMERICAN RIVER CENTER,CA,1970-08,385.35
ANAHEIM CREST NURSING CENTER,CA,1970-08,309.92
"ANAHEIM HEALTHCARE CENTER, LLC",CA,1970-08,936.85
"ANAHEIM POINT HEALTHCARE & WELLNESS CENTRE, LP",CA,1970-08,501.5
ANAHEIM TERRACE CARE CENTER,CA,1970-08,366.47
ANBERRY NURSING AND REHABILITATION CENTER,CA,1970-08,323.15
ANBERRY TRANSITIONAL CARE,CA,1970-08,346.74
ANGELS NURSING HEALTH CENTER,CA,1970-08,173.13
ANTELOPE VALLEY CARE CENTER,CA,1970-08,701.59
APPLE VALLEY CARE CENTER,CA,1970-08,419.38
APPLE VALLEY POST-ACUTE REHAB,CA,1970-08,324.87
ARARAT CONVALESCENT HOSPITAL,CA,1970-08,173.54
ARARAT NURSING FACILITY,CA,1970-08,1106.8
ARARAT POST ACUTE,CA,1970-08,137.78
ARBOL RESIDENCES OF SANTA ROSA,CA,1970-08,175.12
ARBOR GLEN CARE CENTER,CA,1970-08,350.73
ARBOR HILLS NURSING CENTER,CA,1970-08,415.96
ARBOR POST ACUTE,CA,1970-08,508.71
ARBOR REHABILITATION & NURSING CENTER,CA,1970-08,513.74
ARCADIA CARE CENTER,CA,1970-08,470.48
ARDEN PARK POST ACUTE,CA,1970-08,547.42
ARLINGTON GARDENS CARE CENTER,CA,1970-08,429.83
"ARROWHEAD HEALTHCARE CENTER, LLC",CA,1970-08,253.67
ARROWHEAD SPRINGS HEALTHCARE,CA,1970-08,403.68
ARROYO GRANDE CARE CENTER,CA,1970-08,356.64
ARROYO VISTA NURSING CENTER,CA,1970-08,173.04
ARTESIA CHRISTIAN HOME INC.,CA,1970-08,233.4
ARTESIA PALMS CARE CENTER,CA,1970-08,881.87
ARVIN POST ACUTE,CA,1970-08,316.67
ASBURY PARK NURSING & REHABILITATION CENTER,CA,1970-08,559.8
ASHBY CARE CENTER,CA,1970-08,108.75
ASISTENCIA VILLA REHABILITATION AND CARE CENTER,CA,1970-08,442.01
ASTORIA NURSING AND REHAB CENTER,CA,1970-08,712
ATHERTON BAPTIST HOME,CA,1970-08,310.5
ATHERTON PARK POST-ACUTE,CA,1970-08,666.67
ATLANTIC MEMORIAL HEALTHCARE CENTER,CA,1970-08,353.98
ATTERDAG CARE CENTER,CA,1970-08,227.5
AUBURN OAKS CARE CENTER,CA,1970-08,394.41
AUBURN RAVINE TERRACE,CA,1970-08,184.75
AUTUMN CREEK POST ACUTE,CA,1970-08,598.11
AUTUMN HILLS HEALTH CARE CENTER,CA,1970-08,401.86
AVALON VILLA CARE CENTER,CA,1970-08,449.33
AVIARA HEALTHCARE CENTER,CA,1970-08,412.7
AVONDALE VILLA POST-ACUTE,CA,1970-08,117.55
BAKERSFIELD POST ACUTE,CA,1970-08,398.87
BALBOA NURSING & REHABILITATION CENTER,CA,1970-08,593.47
BALDWIN GARDENS NURSING CENTER,CA,1970-08,286.32
BANCROFT HEALTHCARE CENTER,CA,1970-08,113.25
BARTON HOSPITAL D/P SNF,CA,1970-08,173.17
BAY AREA HEALTHCARE CENTER,CA,1970-08,404.13
BAY CREST CARE CENTER,CA,1970-08,295.56
BAY MARINA POST ACUTE,CA,1970-08,300
"BAY VIEW REHABILITATION HOSPITAL, LLC",CA,1970-08,621.95
"BAY VISTA HEALTHCARE & WELLNESS CENTRE, LP",CA,1970-08,252.11
BAYBERRY SKILLED NURSING & HEALTHCARE CENTER,CA,1970-08,310.08
BAYSHIRE CARLSBAD,CA,1970-08,175.22
BAYSHIRE RANCHO MIRAGE,CA,1970-08,184.45
BAYSHIRE SAN DIMAS POST-ACUTE,CA,1970-08,136
BAYSHIRE TORREY PINES POST-ACUTE,CA,1970-08,160.01
BAYSHIRE YORBA LINDA POST-ACUTE,CA,1970-08,202.35
BAYSIDE CARE CENTER,CA,1970-08,343.96
BAYWOOD COURT HEALTH CENTER,CA,1970-08,253.66
BEACH CREEK POST-ACUTE,CA,1970-08,512.1
BEACHSIDE NURSING CENTER,CA,1970-08,248.54
BEACHSIDE POST ACUTE,CA,1970-08,327.84
BEACHSIDE POST ACUTE,CA,1970-08,439.7
BEACHWOOD POST-ACUTE & REHAB,CA,1970-08,1045.67
BEACON HEALTHCARE CENTER,CA,1970-08,142.36
BEAR VALLEY COMMUNITY HOSPITAL,CA,1970-08,115.02
BEL VISTA HEALTHCARE CENTER,CA,1970-08,152.66
BELL CONVALESCENT HOSPITAL,CA,1970-08,8
BELLA VISTA HEALTH CENTER,CA,1970-08,374.21
BELLAKEN SKILLED NURSING CENTER,CA,1970-08,240.55
BELLFLOWER POST ACUTE,CA,1970-08,291.27
BELMONT HEALTHCARE CENTER,CA,1970-08,265.75
BERKELEY PINES SKILLED NURSING CENTER,CA,1970-08,124.5
BERKLEY EAST HEALTHCARE CENTER,CA,1970-08,535.13
BERKLEY POST-ACUTE,CA,1970-08,472.2
BERKLEY WEST HEALTHCARE CENTER,CA,1970-08,162.45
BETHANY HOME SOCIETY SAN JOAQUIN COUNTY,CA,1970-08,250.14
BETHEL LUTHERAN HOME,CA,1970-08,192.9
BETHESDA HOME,CA,1970-08,115.99
BEVERLY HILLS REHABILITATION CENTRE,CA,1970-08,567.85
BISHOP CARE CENTER,CA,1970-08,338.38
BIXBY KNOLLS TOWERS HEALTH CARE & REHAB CENTER,CA,1970-08,339.82
BLYTHE POST ACUTE LLC,CA,1970-08,162.93
BONITA HILLS POST ACUTE,CA,1970-08,452.1
BONNIE BRAE SKILLED NURSING,CA,1970-08,157.88
BOULDER CREEK POST ACUTE,CA,1970-08,524.39
BRADLEY COURT,CA,1970-08,178.03
BRENTWOOD HEALTH CARE CENTER,CA,1970-08,244.16
BRIARCREST NURSING CENTER,CA,1970-08,466.9
BRIDGEVIEW POST ACUTE,CA,1970-08,462.5
BRIDGEWOOD POST ACUTE,CA,1970-08,190.61
BRIER OAK ON SUNSET,CA,1970-08,510.61
BRIGHTON CARE CENTER,CA,1970-08,355.67
BRIGHTON PLACE SAN DIEGO,CA,1970-08,392.87
BRIGHTON PLACE SPRING VALLEY,CA,1970-08,243.7
BRIGHTON POST ACUTE,CA,1970-08,440.8
BROADWAY BY THE SEA,CA,1970-08,399.3
BROADWAY HEALTHCARE CENTER,CA,1970-08,219.67
BROADWAY MANOR CARE CENTER,CA,1970-08,255.36
BROADWAY VILLA POST ACUTE,CA,1970-08,434.66
BROOKDALE RIVERWALK SNF (CA),CA,1970-08,404.12
BROOKFIELD HEALTHCARE CENTER,CA,1970-08,245.61
BROOKSIDE CARE CENTER,CA,1970-08,340.79
BROOKSIDE HEALTHCARE CENTER,CA,1970-08,377.74
BROOKSIDE SKILLED NURSING HOSPITAL,CA,1970-08,258.01
BRUCEVILLE TERRACE - D/P SNF OF METHODIST HOSPITAL,CA,1970-08,814.78
BUENA PARK NURSING CENTER,CA,1970-08,660.25
BUENA VISTA CARE CENTER,CA,1970-08,432.66
BUENA VISTA CARE CENTER,CA,1970-08,350.51
BURBANK HEALTHCARE & REHAB,CA,1970-08,677.95
BURLINGTON CONVALESCENT HOSPITAL,CA,1970-08,432.87
CALIFORNIA HEALTHCARE AND REHABILITATION CENTER,CA,1970-08,1035.62
CALIFORNIA HOME FOR THE AGED,CA,1970-08,385.04
CALIFORNIA NURSING & REHABILITATION CENTER,CA,1970-08,326.42
CALIFORNIA PACIFIC MEDICAL CTR- DAVIES CAMPUS HOSP,CA,1970-08,296
CALIFORNIA PARK REHABILITATION HOSPITAL,CA,1970-08,304.55
CALIFORNIA POST ACUTE,CA,1970-08,232.78
CALIFORNIA POST-ACUTE CARE,CA,1970-08,435.96
CAMARILLO HEALTHCARE CENTER,CA,1970-08,402.35
"CAMDEN POSTACUTE CARE, INC",CA,1970-08,177.03
CAMELLIA GARDENS CARE CENTER,CA,1970-08,332.86
CAMINO HEALTHCARE,CA,1970-08,311.9
CANTERBURY WOODS,CA,1970-08,75.22
CANYON CREEK POST-ACUTE,CA,1970-08,266.25
CANYON OAKS NURSING AND REHABILITATION CENTER,CA,1970-08,638.12
CANYON SPRINGS POST-ACUTE,CA,1970-08,642.08
CAPISTRANO BEACH CARE CENTER,CA,1970-08,294.31
CAPITAL POST ACUTE,CA,1970-08,566.01
CARLSBAD BY THE SEA,CA,1970-08,154.45
CARMEL HILLS CARE CENTER,CA,1970-08,337.66
CARMEL MOUNTAIN REHABILITATION & HEALTHCARE CENTER,CA,1970-08,475.21
CASA BONITA CONVALESCENT HOSPITAL,CA,1970-08,568.58
CASA COLOMA HEALTH CARE CENTER,CA,1970-08,434.64
CASA DE LAS CAMPANAS,CA,1970-08,274.94
CASA DORINDA,CA,1970-08,221.33
CASITAS CARE CENTER,CA,1970-08,334.11
CASTLE MANOR CONVALESCENT CENTER,CA,1970-08,424.03
CATERED MANOR NURSING CENTER,CA,1970-08,253.61
CEDAR CREST NURSING AND REHABILITATION CENTER,CA,1970-08,353.99
CEDAR MOUNTAIN POST ACUTE,CA,1970-08,397.61
CEDARWOOD POST ACUTE,CA,1970-08,185.97
CENTINELA GRAND INC,CA,1970-08,380.42
CENTINELA SKILLED NURSING & WELLNESS CENTRE WEST,CA,1970-08,181.56
CENTRAL GARDENS POST ACUTE,CA,1970-08,339.35
"CENTURY VILLA, INC",CA,1970-08,377.72
CERES POSTACUTE CARE,CA,1970-08,144.35
CERRITOS VISTA HEALTHCARE CENTER,CA,1970-08,454.98
CHANNEL ISLANDS POST ACUTE,CA,1970-08,467.42
CHAPARRAL HOUSE,CA,1970-08,165.94
CHAPMAN CARE CENTER,CA,1970-08,519.67
CHAPMAN GLOBAL MEDICAL CENTER D/P SNF,CA,1970-08,180.5
CHATSWORTH PARK HEALTH CARE CENTER,CA,1970-08,427.34
CHESTNUT RIDGE POST ACUTE LLC,CA,1970-08,382.26
CHICO TERRACE CARE CENTER,CA,1970-08,291.59
CHILDRENS HC ORG NO CA SARATOGA PEDIATRIC SUBACUTE,CA,1970-08,331.26
CHINO VALLEY HEALTH CARE CENTE,CA,1970-08,353.31
CHOWCHILLA MEMORIAL HEALTHCARE DISTRICT,CA,1970-08,112.63
CITRUS HEIGHTS POST ACUTE,CA,1970-08,576.9
CITRUS NURSING CENTER,CA,1970-08,357.71
CITY CREEK POST ACUTE,CA,1970-08,444.27
CITY VIEW POST ACUTE,CA,1970-08,658.85
CLARA BALDWIN STOCKER HOME FOR WOMEN,CA,1970-08,160.75
CLAREMONT CARE CENTER,CA,1970-08,305.3
CLAREMONT MANOR CARE CENTER,CA,1970-08,279.39
CLEAR VIEW CONVALESCENT CENTER,CA,1970-08,356.15
CLEAR VIEW SANITARIUM,CA,1970-08,282.48
CLEARWATER HEALTHCARE CENTER,CA,1970-08,423.49
CLOVERDALE HEALTHCARE CENTER,CA,1970-08,193.18
COAST CARE CONVALESCENT CENTER,CA,1970-08,158.76
COASTAL VIEW HEALTHCARE CENTER,CA,1970-08,371.72
COLLEGE OAK NURSING & REHABILITATION CENTER,CA,1970-08,371.37
COLLEGE VISTA POST-ACUTE,CA,1970-08,221.38
COLONIAL CARE CENTER,CA,1970-08,743.75
COLONIAL GARDENS NURSING HOME,CA,1970-08,384.93
COLUSA MEDICAL CENTER - SNF,CA,1970-08,36.02
COMMUNITY CARE AND REHABILITATION CENTER,CA,1970-08,536.97
COMMUNITY CARE CENTER,CA,1970-08,381.55
COMMUNITY CARE CENTER,CA,1970-08,437.01
COMMUNITY CARE ON PALM,CA,1970-08,175.07
COMMUNITY CONVALESCENT CENTER OF SAN BERNARDINO,CA,1970-08,203.7
COMMUNITY EXTENDED CARE HOSPITAL OF MONTCLAIR,CA,1970-08,664.52
COMMUNITY HOSPITAL OF SAN BERNARDINO DP SNF,CA,1970-08,522.29
COMMUNITY MEMORIAL CONTINUING CARE CENTER,CA,1970-08,389.6
COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER,CA,1970-08,634.21
CONCORD POST ACUTE,CA,1970-08,679.65
COPPER RIDGE CARE CENTER,CA,1970-08,527.19
CORAL COVE POST ACUTE,CA,1970-08,504.34
CORNERSTONE CARE CENTER,CA,1970-08,383.03
CORONA HEALTH CARE CENTER,CA,1970-08,394.98
CORONA POST ACUTE CENTER,CA,1970-08,573.6
CORONA REGIONAL MEDICAL CENTER D/P SNF,CA,1970-08,421.49
COSTA DEL SOL HEALTHCARE,CA,1970-08,382.99
COTTAGE CREST POST ACUTE,CA,1970-08,254.3
COTTONWOOD CANYON HEALTHCARE CENTER,CA,1970-08,329.22
COTTONWOOD HEALTHCARE CENTER,CA,1970-08,387.16
