PROVIDER_NAME,STATE,MONTH,NURSE_HOURS_TO_PATIENT_RATIO,OCCUPANCY_RATE_PCT
"PRAIRIE GROVE HEALTH AND REHABILITATION, LLC",AR,1970-08,3.9,84.29
PREMIER AT THE SPRINGS,AR,1970-08,4.79,75.00
"PRESBYTERIAN VILLAGE, INC",AR,1970-08,6.4,85.71
PROMENADE HEALTH AND REHABILITATION,AR,1970-08,3.75,77.19
QUAPAW CARE AND REHABILITATION CENTER LLC,AR,1970-08,3.65,104.60
RANDOLPH COUNTY NURSING HOME,AR,1970-08,5.48,87.86
RECTOR NURSING AND REHAB,AR,1970-08,3.41,57.14
RIDGECREST HEALTH AND REHABILITATION,AR,1970-08,3.71,110.48
RIVER RIDGE REHABILITATION AND CARE CENTER,AR,1970-08,5.13,65.00
ROBINSON NURSING AND REHABILITATION CENTER LLC,AR,1970-08,4.59,80.00
ROGERS HEALTH AND REHABILITATION CENTER,AR,1970-08,3.58,84.29
RUSSELLVILLE NURSING AND REHABILITATION CENTER,AR,1970-08,4.36,75.00
"SALEM PLACE NURSING AND REHABILITATION CENTER, INC",AR,1970-08,3.62,89.32
SHERIDAN HEALTHCARE AND REHABILITATION CENTER,AR,1970-08,4.19,55.37
"SHERWOOD NURSING & REHABILITATION CENTER, INC",AR,1970-08,4.11,91.84
"SHILOH NURSING AND REHAB, LLC",AR,1970-08,2.98,128.75
"SILOAM HEALTHCARE, LLC",AR,1970-08,4.81,72.50
SILVER OAKS HEALTH AND REHABILITATION,AR,1970-08,4.37,96.70
SOUTHERN PINES HEALTH AND REHAB OF PRESCOTT,AR,1970-08,3.2,41.44
SOUTHERN TRACE REHABILITATION AND CARE CENTER,AR,1970-08,3.76,74.14
SOUTHFORK RIVER THERAPY AND LIVING,AR,1970-08,2.44,95.59
SOUTHRIDGE VILLAGE NURSING AND REHAB,AR,1970-08,4.44,73.77
SPRING CREEK HEALTH & REHAB,AR,1970-08,4.23,75.23
SPRINGDALE HEALTH AND REHABILITATION CENTER,AR,1970-08,4.33,70.00
ST ELIZABETH'S PLACE,AR,1970-08,4.66,80.91
"ST JOHNS PLACE OF ARKANSAS, LLC",AR,1970-08,3.2,68.00
STELLA MANOR NURSING AND REHABILITATION CENTER,AR,1970-08,4.37,101.35
SUMMIT HEALTH & REHAB CENTER,AR,1970-08,4.02,71.43
"SUPERIOR HEALTH & REHAB, LLC",AR,1970-08,4.01,93.22
THE BLOSSOMS AT BERRYVILLE REHAB &  NURSING CENTER,AR,1970-08,2.91,66.67
THE BLOSSOMS AT CONWAY REHAB & NURSING CENTER,AR,1970-08,2.99,46.15
THE BLOSSOMS AT CUMBERLAND REHAB & NURSING CENTER,AR,1970-08,2.69,59.17
THE BLOSSOMS AT EUREKA SPRINGS REHAB & NURSING CEN,AR,1970-08,5.07,75.00
THE BLOSSOMS AT FORT SMITH REHAB & NURSING CENTER,AR,1970-08,3.27,100.91
THE BLOSSOMS AT HOT SPRINGS REHAB AND NURSING CENT,AR,1970-08,3.21,50.00
THE BLOSSOMS AT MIDTOWN REHAB & NURSING CENTER,AR,1970-08,3.52,63.64
THE BLOSSOMS AT MOUNTAIN VIEW REHAB & NURSING CEN,AR,1970-08,3,71.13
THE BLOSSOMS AT NEWPORT REHAB & NURSING CENTER,AR,1970-08,3.59,69.17
THE BLOSSOMS AT NORTH LITTLE ROCK  REHAB & NURSING,AR,1970-08,3.32,94.90
THE BLOSSOMS AT ROGERS REHAB & NURSING CENTER,AR,1970-08,,0.00
THE BLOSSOMS AT STAMPS REHAB & NURSING CENTER,AR,1970-08,3.39,60.64
THE BLOSSOMS AT VAN BUREN REHAB AND NURSING CENTER,AR,1970-08,4.19,63.57
THE BLOSSOMS AT WEST DIXON REHAB & NURSING CENTER,AR,1970-08,2.86,64.29
THE BLOSSOMS AT WHITE HALL REHAB & NURSING CENTER,AR,1970-08,3.7,69.17
THE BLOSSOMS AT WHITE RIVER REHAB & NURSING CENTER,AR,1970-08,3.49,36.92
THE BLOSSOMS AT WOODLAND HILLS REHAB & NURSING CEN,AR,1970-08,3.93,49.29
THE CROSSING AT RIVERSIDE HEALTH AND REHABILITATIO,AR,1970-08,4.38,86.96
THE GREEN HOUSE COTTAGES OF BELLE MEADE,AR,1970-08,4.43,75.45
THE GREEN HOUSE COTTAGES OF HOMEWOOD,AR,1970-08,4.3,64.49
THE GREEN HOUSE COTTAGES OF NORTHWEST ARKANSAS,AR,1970-08,6.46,77.14
THE GREEN HOUSE COTTAGES OF POPLAR GROVE,AR,1970-08,4.94,98.33
THE GREEN HOUSE COTTAGES OF SOUTHERN HILLS,AR,1970-08,5.2,92.31
THE GREEN HOUSE COTTAGES OF WALNUT RIDGE,AR,1970-08,3.79,74.79
THE GREEN HOUSE COTTAGES OF WENTWORTH PLACE,AR,1970-08,4.21,82.22
THE LAKES AT MAUMELLE HEALTH AND REHABILITATION,AR,1970-08,4.97,100.00
THE MAPLES AT HAR-BER MEADOWS,AR,1970-08,2.81,97.22
THE PINES NURSING AND REHABILITATION CENTER,AR,1970-08,3.07,61.60
THE SPRINGS BATESVILLE,AR,1970-08,3.56,62.67
THE SPRINGS BROADWAY,AR,1970-08,3.6,57.14
THE SPRINGS JONESBORO,AR,1970-08,3.85,83.09
THE SPRINGS MAGNOLIA,AR,1970-08,3.88,54.29
THE SPRINGS OF AVALON,AR,1970-08,3.49,75.29
THE SPRINGS OF BARROW,AR,1970-08,3.3,58.99
THE SPRINGS OF BRINKLEY,AR,1970-08,5.26,39.66
THE SPRINGS OF CAMDEN,AR,1970-08,3.9,100.00
THE SPRINGS OF CHENAL,AR,1970-08,4.96,64.29
THE SPRINGS OF EL DORADO,AR,1970-08,3.47,107.41
THE SPRINGS OF GREERS FERRY,AR,1970-08,4.27,49.29
THE SPRINGS OF HARRISON,AR,1970-08,4.32,68.89
THE SPRINGS OF HILLCREST,AR,1970-08,4.26,88.89
THE SPRINGS OF MINE CREEK,AR,1970-08,3.4,95.95
THE SPRINGS OF MT VISTA,AR,1970-08,2.81,58.44
THE SPRINGS OF PARK AVE,AR,1970-08,3.4,72.63
THE SPRINGS OF PINE BLUFF,AR,1970-08,4.09,73.79
THE SPRINGS OF PINNACLE MOUNTAIN,AR,1970-08,3.81,67.27
THE SPRINGS OF TEXARKANA,AR,1970-08,3.19,51.45
THE SPRINGS SEARCY,AR,1970-08,3.96,45.71
THE VILLAGES OF GENERAL BAPTIST HEALTH CARE WEST,AR,1970-08,2.99,37.85
"THE WOODS, A NIGHTINGALE COMMUNITY",AR,1970-08,4.06,55.74
THREE RIVERS HEALTH AND REHABILITATION CENTER,AR,1970-08,4.33,82.73
TIMBERLANE HEALTH & REHABILITATION,AR,1970-08,2.99,85.85
TRINITY VILLAGE MEDICAL CENTER,AR,1970-08,5.26,78.72
TWIN LAKES THERAPY AND LIVING,AR,1970-08,3.72,55.00
TWIN RIVERS REHABILITATION AND HEALTHCARE CENTER,AR,1970-08,3.6,71.43
VALLEY SPRINGS REHABILITATION AND HEALTH CENTER,AR,1970-08,3.02,83.81
VAN BUREN HEALTHCARE AND REHABILITATION CENTER,AR,1970-08,3.57,72.14
VILLAGE SPRINGS HEALTH AND REHAB OF HOT SPRINGS,AR,1970-08,3.28,109.90
WALDRON NURSING AND REHAB OF WALDRON,AR,1970-08,2.96,80.00
"WESTWOOD HEALTH AND REHAB, INC",AR,1970-08,4.01,65.88
WHITE RIVER HEALTHCARE,AR,1970-08,3.56,58.57
"WILLOWBEND HEALTH AND REHABILITATION, LLC",AR,1970-08,4.15,82.86
WINDCREST HEALTH AND REHAB INC,AR,1970-08,3.34,81.43
WOOD-LAWN HEIGHTS,AR,1970-08,4.99,70.00
WOODLAND HILLS HEALTHCARE AND REHABILITATION,AR,1970-08,3.62,43.33
WOODRUFF COUNTY HEALTH CENTER,AR,1970-08,4.48,77.50
ACACIA HEALTH CENTER,AZ,1970-08,5.73,88.46
ADVANCE HEALTH CARE OF SCOTTSDALE,AZ,1970-08,4.88,100.00
ADVANCED HEALTH CARE OF GLENDALE,AZ,1970-08,5.39,92.59
ADVANCED HEALTHCARE OF MESA,AZ,1970-08,4.36,86.84
ALLEGIANT HEALTHCARE OF MESA,AZ,1970-08,3.84,46.08
ALTA MESA HEALTH AND REHABILITATION,AZ,1970-08,3.04,97.14
APACHE JUNCTION HEALTH CENTER,AZ,1970-08,3.46,65.79
ARCHIE HENDRICKS SENIOR SKILLED NURSING FACILITY,AZ,1970-08,6.14,68.33
ARCHSTONE CARE CENTER,AZ,1970-08,3.47,71.67
ARIZONA STATE VETERAN HOME-PHX,AZ,1970-08,5.8,40.50
ARIZONA STATE VETERAN HOME-TUCSON,AZ,1970-08,5.32,95.83
ASPIRE TRANSITIONAL CARE,AZ,1970-08,4.32,70.00
BEATITUDES CAMPUS,AZ,1970-08,2.98,75.00
BELLA VITA HEALTH AND REHABILITATION CENTER,AZ,1970-08,3.94,92.05
BOSWELL TRANSITIONAL CARE OF CASCADIA,AZ,1970-08,4.27,80.87
BROOKDALE SANTA CATALINA,AZ,1970-08,4.03,66.67
CAMELBACK POST ACUTE CARE AND REHABILITATION,AZ,1970-08,2.74,81.31
CARING HOUSE,AZ,1970-08,9.31,86.00
CASAS ADOBES POST ACUTE REHAB CENTER,AZ,1970-08,4.16,68.26
CATALINA POST ACUTE AND REHABILITATION,AZ,1970-08,3.18,93.14
"CENTER AT ARROWHEAD, LLC",AZ,1970-08,4.85,44.79
CHANDLER POST ACUTE AND REHABILITATION,AZ,1970-08,4.48,85.00
CITADEL POST ACUTE,AZ,1970-08,3.75,86.72
CORONADO HEALTHCARE CENTER,AZ,1970-08,3.85,90.58
DESERT BLOSSOM HEALTH & REHAB CENTER,AZ,1970-08,4.19,76.42
DESERT COVE NURSING CENTER,AZ,1970-08,3.39,39.17
DESERT HAVEN CARE CENTER,AZ,1970-08,3.18,71.30
DESERT HIGHLANDS CARE CENTER,AZ,1970-08,4.62,64.17
DESERT PEAK CARE CENTER,AZ,1970-08,4.39,67.53
DESERT TERRACE HEALTHCARE CENTER,AZ,1970-08,3.26,78.70
DEVON GABLES REHABILITATION CENTER,AZ,1970-08,3.61,60.90
DIAMONDBACK HEALTHCARE CENTER,AZ,1970-08,4.65,76.60
DR GUY GORMAN SR CARE HOME,AZ,1970-08,2.8,68.75
ESTRELLA HEALTH AND REHABILITATION CENTER,AZ,1970-08,3.59,77.64
FOOTHILLS REHABILITATION CENTER,AZ,1970-08,4.52,85.91
FOUNTAIN HILLS POST ACUTE,AZ,1970-08,3.37,59.38
FREEDOM PLAZA CARE CENTER,AZ,1970-08,3.91,55.86
FRIENDSHIP VILLAGE OF TEMPE,AZ,1970-08,6.45,47.66
GOOD SAMARITAN SOCIETY-PRESCOTT VALLEY,AZ,1970-08,4.68,87.93
GOOD SAMARITAN SOCIETY-PRESCOTT VILLAGE,AZ,1970-08,3.1,56.90
GOOD SAMARITAN SOCIETY-QUIBURI MISSION,AZ,1970-08,3.87,78.33
GRANITE CREEK HEALTH & REHABILITATION CENTER,AZ,1970-08,2.78,81.25
HANDMAKER HOME FOR THE AGING,AZ,1970-08,4.11,88.30
HAVASU NURSING CENTER,AZ,1970-08,3.12,38.14
"HAVEN HEALTH GREEN VALLEY, LLC",AZ,1970-08,2.95,87.39
"HAVEN HEALTH PRESCOTT, LLC",AZ,1970-08,3.47,86.21
"HAVEN HEALTH SKY HARBOR, LLC",AZ,1970-08,3.79,91.67
HAVEN OF CAMP VERDE,AZ,1970-08,2.86,72.41
HAVEN OF COTTONWOOD,AZ,1970-08,2.86,75.00
HAVEN OF DOUGLAS,AZ,1970-08,3.59,93.10
HAVEN OF FLAGSTAFF,AZ,1970-08,3.66,90.36
HAVEN OF GLOBE,AZ,1970-08,2.36,78.85
HAVEN OF LAKE HAVASU,AZ,1970-08,3.3,76.92
HAVEN OF LAKESIDE,AZ,1970-08,2.18,86.61
HAVEN OF PHOENIX,AZ,1970-08,2.78,94.74
HAVEN OF SAFFORD,AZ,1970-08,2.52,68.87
HAVEN OF SAGUARO VALLEY,AZ,1970-08,3.16,87.50
"HAVEN OF SANDPOINTE, LLC",AZ,1970-08,2.84,75.52
HAVEN OF SCOTTSDALE,AZ,1970-08,2.69,101.79
HAVEN OF SEDONA,AZ,1970-08,2.48,56.25
HAVEN OF SHOW LOW,AZ,1970-08,2.54,94.83
"HAVEN OF SIERRA VISTA, LLC",AZ,1970-08,3.22,94.00
HAVEN OF TUCSON,AZ,1970-08,3.14,87.29
HAVEN OF YUMA,AZ,1970-08,2.72,91.67
HERITAGE COURT POST ACUTE OF SCOTTSDALE,AZ,1970-08,3.84,54.63
HERITAGE HEALTH CARE CENTER,AZ,1970-08,3.37,71.88
HORIZON POST ACUTE AND REHABILITATION CENTER,AZ,1970-08,3.46,65.31
IMMANUEL CAMPUS OF CARE,AZ,1970-08,4.88,69.74
LA CANADA CARE CENTER,AZ,1970-08,3.22,74.22
LAKE PLEASANT POST ACUTE REHABILITATION CENTER,AZ,1970-08,4,81.25
LIFE CARE CENTER OF NORTH GLENDALE,AZ,1970-08,3.17,55.61
LIFE CARE CENTER OF PARADISE VALLEY,AZ,1970-08,3.93,45.71
LIFE CARE CENTER OF SCOTTSDALE,AZ,1970-08,4.42,23.48
LIFE CARE CENTER OF SIERRA VISTA,AZ,1970-08,3.09,38.16
LIFE CARE CENTER OF TUCSON,AZ,1970-08,3.33,41.36
LIFE CARE CENTER OF YUMA,AZ,1970-08,4.7,67.19
MARYLAND GARDENS POST ACUTE,AZ,1970-08,3.11,89.66
MI CASA NURSING CENTER,AZ,1970-08,3.66,63.89
MIRABELLA AT ASU,AZ,1970-08,9.66,76.19
MISSION PALMS POST ACUTE,AZ,1970-08,2.49,91.88
MONTECITO POST ACUTE CARE AND REHABILITATION,AZ,1970-08,3.84,81.98
MOUNTAIN VIEW CARE CENTER,AZ,1970-08,3.39,80.83
MOUNTAIN VIEW MANOR,AZ,1970-08,4,54.31
NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER,AZ,1970-08,7.07,89.03
NORTHPARK HEALTH AND REHABILITATION OF CASCADIA,AZ,1970-08,4.19,98.15
OASIS PAVILION NURSING & REHABILITATION CENTER,AZ,1970-08,2.81,76.12
OSBORN HEALTH AND REHABILITATION,AZ,1970-08,3.44,71.54
PALM VALLEY POST ACUTE,AZ,1970-08,4.53,74.44
PARK AVENUE HEALTH AND REHABILITATION CENTER,AZ,1970-08,3.43,61.00
PAYSON CARE CENTER,AZ,1970-08,3.66,25.15
PEORIA POST ACUTE AND REHABILITATION,AZ,1970-08,3.86,105.03
PHOENIX MOUNTAIN POST ACUTE,AZ,1970-08,3.3,87.69
PLAZA HEALTHCARE,AZ,1970-08,6.53,72.63
PROVIDENCE PLACE AT GLENCROFT,AZ,1970-08,3.65,55.11
PUEBLO SPRINGS REHABILITATION CENTER,AZ,1970-08,3.66,60.47
REHAB AT SCOTTSDALE VILLAGE SQUARE,AZ,1970-08,4.51,72.34
RIDGECREST POST ACUTE,AZ,1970-08,4.49,66.50
RIM COUNTRY HEALTH & RETIREMENT COMMUNITY,AZ,1970-08,2.15,64.22
RIO VISTA POST ACUTE AND REHABILITATION,AZ,1970-08,3.71,86.00
RIVER PARK POST ACUTE,AZ,1970-08,4.72,40.91
SABINO CANYON REHABILITATION & CARE CENTER,AZ,1970-08,4.06,75.00
SANDRIDGE POST ACUTE,AZ,1970-08,3.44,55.50
SANDSTONE ESTATES REHAB CENTRE,AZ,1970-08,3.12,59.22
SANDSTONE OF TUCSON REHAB CENTRE,AZ,1970-08,2.98,63.33
SANTA ROSA CARE CENTER,AZ,1970-08,4.71,81.25
SANTE OF CHANDLER,AZ,1970-08,4.82,101.43
SANTE OF MESA,AZ,1970-08,4.35,92.86
SANTE OF NORTH SCOTTSDALE,AZ,1970-08,4.96,94.44
SANTE OF SURPRISE,AZ,1970-08,5.13,97.14
SHEA POST ACUTE REHABILITATION CENTER,AZ,1970-08,3.75,77.50
SIERRA WINDS,AZ,1970-08,5.9,37.14
SILVERWOOD POST ACUTE,AZ,1970-08,3.26,43.23
SKILLED NURSING UNIT AT ORO VALLEY HOSPITAL,AZ,1970-08,5.45,72.73
SOUTH MOUNTAIN POST ACUTE,AZ,1970-08,3.67,83.87
SPLENDIDO AT RANCHO VISTOSO,AZ,1970-08,4.57,90.48
SPRINGDALE VILLAGE HEALTHCARE,AZ,1970-08,3.39,12.30
SUN CITY POST ACUTE,AZ,1970-08,2.91,89.83
SUN HEALTH GRANDVIEW CARE CENTER,AZ,1970-08,4.96,81.94
SUN HEALTH LA LOMA CARE CENTER,AZ,1970-08,4.25,95.35
SUN WEST CHOICE HEALTHCARE & REHAB,AZ,1970-08,2.8,97.86
SUNCREST HEALTHCARE CENTER,AZ,1970-08,2.96,56.52
SUNVIEW RESPIRATORY AND REHABILITATION,AZ,1970-08,5.12,85.83
SURPRISE HEALTH AND REHABILITATION CENTER,AZ,1970-08,5.65,92.00
TEMPE POST ACUTE,AZ,1970-08,4.48,83.33
THE CENTER AT TUCSON,AZ,1970-08,3.4,100.00
"THE CENTER AT VAL VISTA, LLC",AZ,1970-08,4.54,70.83
THE GARDENS REHAB & CARE CENTER,AZ,1970-08,3.25,81.03
THE LEGACY REHAB & CARE CENTER,AZ,1970-08,4.09,49.17
THE LINGENFELTER CENTER,AZ,1970-08,3.78,96.59
THE PEAKS HEALTH & REHABILITATION,AZ,1970-08,3.58,70.69
THE REHABILITATION CENTER AT THE PALAZZO,AZ,1970-08,3.64,78.33
THE TERRACES OF PHOENIX,AZ,1970-08,5.48,75.00
"VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",AZ,1970-08,5.4,83.33
"VI AT SILVERSTONE, A VI AND PLAZA COMPANIES COMMUN",AZ,1970-08,4.77,91.67
VILLA MARIA POST ACUTE AND REHABILITATION,AZ,1970-08,2.82,62.65
WELBROOK YUMA OPCO LLC,AZ,1970-08,4.4,87.80
WELLSPRINGS OF GILBERT,AZ,1970-08,8.1,40.63
WINSLOW CAMPUS OF CARE,AZ,1970-08,4.62,78.99
YUMA NURSING CENTER,AZ,1970-08,4.14,58.33
A GRACE SUB ACUTE & SKILLED CARE,CA,1970-08,5.35,59.04
ACC CARE CENTER,CA,1970-08,4.39,80.81
ADVANCED HEALTH CARE OF SACRAMENTO,CA,1970-08,4.77,97.50
ADVANCED REHAB CENTER OF TUSTIN,CA,1970-08,3.9,90.91
ADVENTIST HEALTH DELANO,CA,1970-08,7.06,88.24
ADVENTIST HEALTH SONORA - D/P SNF,CA,1970-08,4.62,88.24
AHMC SETON MEDICAL CENTER,CA,1970-08,5.64,66.67
ALAMEDA CARE CENTER,CA,1970-08,3.81,91.01
ALAMEDA COUNTY MEDICAL CENTER D/P SNF,CA,1970-08,6.22,94.50
ALAMEDA HEALTHCARE & WELLNESS CENTER,CA,1970-08,4.19,93.98
ALAMEDA HOSPITAL D/P SNF,CA,1970-08,4.54,89.50
ALAMITOS BELMONT HEALTH AND REHABILITATION,CA,1970-08,4.34,82.98
ALAMITOS WEST HEALTH & REHABILITATION,CA,1970-08,3.67,82.00
ALCOTT REHABILITATION HOSPITAL,CA,1970-08,3.6,90.08
ALDEN TERRACE CONVALESCENT HOSPITAL,CA,1970-08,3.52,94.76
ALEXANDRIA CARE CENTER,CA,1970-08,3.89,89.27
"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",CA,1970-08,3.96,88.66
ALHAMBRA HOSPITAL MED CTR DP/SNF,CA,1970-08,7.49,92.31
ALHAMBRA POST ACUTE,CA,1970-08,4.35,93.18
ALL SAINT'S MAUBERT,CA,1970-08,5.43,85.71
ALL SAINT'S SUBACUTE & TRANSITIONAL CARE,CA,1970-08,6.4,74.42
ALL SAINTS HEALTHCARE SUBACUTE,CA,1970-08,10.11,84.38
ALMADEN HEALTH AND REHABILITATION  CENTER,CA,1970-08,4.13,93.51
ALMOND VIEW CARE CENTER,CA,1970-08,3.92,97.98
ALMOND VISTA HEALTHCARE,CA,1970-08,4.76,92.57
ALTA GARDENS CARE CENTER,CA,1970-08,3.8,89.15
ALTA HEALTHCARE CENTER OF CAMARILLO,CA,1970-08,6.44,84.44
ALTA VIEW POST ACUTE,CA,1970-08,4.07,90.91
ALTA VISTA HEALTHCARE & WELLNESS CENTRE,CA,1970-08,4.15,92.93
ALVARADO CARE CENTER,CA,1970-08,3.49,95.83
AMAYA SPRINGS HEALTH CARE CENTER,CA,1970-08,3.77,90.00
AMERICAN RIVER CENTER,CA,1970-08,3.82,102.02
ANAHEIM CREST NURSING CENTER,CA,1970-08,4.19,89.16
"ANAHEIM HEALTHCARE CENTER, LLC",CA,1970-08,4.28,87.60
"ANAHEIM POINT HEALTHCARE & WELLNESS CENTRE, LP",CA,1970-08,3.69,88.31
ANAHEIM TERRACE CARE CENTER,CA,1970-08,3.9,94.95
ANBERRY NURSING AND REHABILITATION CENTER,CA,1970-08,3.37,96.97
ANBERRY TRANSITIONAL CARE,CA,1970-08,4.56,63.33
ANGELS NURSING HEALTH CENTER,CA,1970-08,3.85,91.84
ANTELOPE VALLEY CARE CENTER,CA,1970-08,3.71,94.97
APPLE VALLEY CARE CENTER,CA,1970-08,4.46,94.95
APPLE VALLEY POST-ACUTE REHAB,CA,1970-08,3.82,89.47
ARARAT CONVALESCENT HOSPITAL,CA,1970-08,4.57,90.48
ARARAT NURSING FACILITY,CA,1970-08,4.61,94.49
ARARAT POST ACUTE,CA,1970-08,6.56,75.00
ARBOL RESIDENCES OF SANTA ROSA,CA,1970-08,5.47,71.11
ARBOR GLEN CARE CENTER,CA,1970-08,4.08,87.76
ARBOR HILLS NURSING CENTER,CA,1970-08,4.33,96.00
ARBOR POST ACUTE,CA,1970-08,3.74,94.44
ARBOR REHABILITATION & NURSING CENTER,CA,1970-08,3.92,87.92
ARCADIA CARE CENTER,CA,1970-08,4.02,71.34
ARDEN PARK POST ACUTE,CA,1970-08,3.58,86.44
ARLINGTON GARDENS CARE CENTER,CA,1970-08,4.52,95.96
"ARROWHEAD HEALTHCARE CENTER, LLC",CA,1970-08,4.7,93.10
ARROWHEAD SPRINGS HEALTHCARE,CA,1970-08,3.64,93.28
ARROYO GRANDE CARE CENTER,CA,1970-08,4.3,83.84
ARROYO VISTA NURSING CENTER,CA,1970-08,3.85,84.91
ARTESIA CHRISTIAN HOME INC.,CA,1970-08,4.02,87.88
ARTESIA PALMS CARE CENTER,CA,1970-08,3.99,74.66
ARVIN POST ACUTE,CA,1970-08,4.06,96.30
ASBURY PARK NURSING & REHABILITATION CENTER,CA,1970-08,4.34,92.81
ASHBY CARE CENTER,CA,1970-08,6.8,51.61
ASISTENCIA VILLA REHABILITATION AND CARE CENTER,CA,1970-08,4.75,93.94
ASTORIA NURSING AND REHAB CENTER,CA,1970-08,4.12,79.36
ATHERTON BAPTIST HOME,CA,1970-08,4.5,61.06
ATHERTON PARK POST-ACUTE,CA,1970-08,4.54,91.88
ATLANTIC MEMORIAL HEALTHCARE CENTER,CA,1970-08,3.77,90.38
ATTERDAG CARE CENTER,CA,1970-08,5.06,90.00
AUBURN OAKS CARE CENTER,CA,1970-08,3.98,100.00
AUBURN RAVINE TERRACE,CA,1970-08,3.62,86.44
AUTUMN CREEK POST ACUTE,CA,1970-08,4.46,72.83
AUTUMN HILLS HEALTH CARE CENTER,CA,1970-08,4.37,100.00
AVALON VILLA CARE CENTER,CA,1970-08,3.68,93.13
AVIARA HEALTHCARE CENTER,CA,1970-08,3.72,92.50
AVONDALE VILLA POST-ACUTE,CA,1970-08,3.67,86.49
BAKERSFIELD POST ACUTE,CA,1970-08,4.11,97.98
BALBOA NURSING & REHABILITATION CENTER,CA,1970-08,3.47,88.14
BALDWIN GARDENS NURSING CENTER,CA,1970-08,5.21,93.22
BANCROFT HEALTHCARE CENTER,CA,1970-08,3.33,87.18
BARTON HOSPITAL D/P SNF,CA,1970-08,4.03,89.58
BAY AREA HEALTHCARE CENTER,CA,1970-08,6.41,63.64
BAY CREST CARE CENTER,CA,1970-08,3.99,92.50
BAY MARINA POST ACUTE,CA,1970-08,3.23,98.94
"BAY VIEW REHABILITATION HOSPITAL, LLC",CA,1970-08,3.94,87.78
"BAY VISTA HEALTHCARE & WELLNESS CENTRE, LP",CA,1970-08,3.76,95.71
BAYBERRY SKILLED NURSING & HEALTHCARE CENTER,CA,1970-08,4.03,77.78
BAYSHIRE CARLSBAD,CA,1970-08,4.27,91.11
BAYSHIRE RANCHO MIRAGE,CA,1970-08,4.85,84.44
BAYSHIRE SAN DIMAS POST-ACUTE,CA,1970-08,4.69,64.44
BAYSHIRE TORREY PINES POST-ACUTE,CA,1970-08,5.93,60.00
BAYSHIRE YORBA LINDA POST-ACUTE,CA,1970-08,5.62,80.00
BAYSIDE CARE CENTER,CA,1970-08,4.19,56.55
BAYWOOD COURT HEALTH CENTER,CA,1970-08,5.51,82.14
BEACH CREEK POST-ACUTE,CA,1970-08,3.79,97.83
BEACHSIDE NURSING CENTER,CA,1970-08,4.21,100.00
BEACHSIDE POST ACUTE,CA,1970-08,4,91.11
BEACHSIDE POST ACUTE,CA,1970-08,4.31,92.73
BEACHWOOD POST-ACUTE & REHAB,CA,1970-08,4.98,92.51
BEACON HEALTHCARE CENTER,CA,1970-08,4.19,62.96
BEAR VALLEY COMMUNITY HOSPITAL,CA,1970-08,6.39,85.71
BEL VISTA HEALTHCARE CENTER,CA,1970-08,4.02,92.68
BELL CONVALESCENT HOSPITAL,CA,1970-08,0.09,93.94
BELLA VISTA HEALTH CENTER,CA,1970-08,4.11,91.92
BELLAKEN SKILLED NURSING CENTER,CA,1970-08,3.94,100.00
BELLFLOWER POST ACUTE,CA,1970-08,5.02,98.31
BELMONT HEALTHCARE CENTER,CA,1970-08,4.03,89.19
BERKELEY PINES SKILLED NURSING CENTER,CA,1970-08,3.77,91.67
BERKLEY EAST HEALTHCARE CENTER,CA,1970-08,5.63,45.89
BERKLEY POST-ACUTE,CA,1970-08,4.29,88.00
BERKLEY WEST HEALTHCARE CENTER,CA,1970-08,2.62,114.81
BETHANY HOME SOCIETY SAN JOAQUIN COUNTY,CA,1970-08,3.73,72.83
BETHEL LUTHERAN HOME,CA,1970-08,3.38,96.61
BETHESDA HOME,CA,1970-08,3.31,87.50
BEVERLY HILLS REHABILITATION CENTRE,CA,1970-08,3.89,97.33
BISHOP CARE CENTER,CA,1970-08,3.89,87.88
BIXBY KNOLLS TOWERS HEALTH CARE & REHAB CENTER,CA,1970-08,3.24,106.06
BLYTHE POST ACUTE LLC,CA,1970-08,3.54,95.83
BONITA HILLS POST ACUTE,CA,1970-08,5.45,96.51
BONNIE BRAE SKILLED NURSING,CA,1970-08,3.85,69.49
BOULDER CREEK POST ACUTE,CA,1970-08,3.72,94.63
BRADLEY COURT,CA,1970-08,3.18,100.00
BRENTWOOD HEALTH CARE CENTER,CA,1970-08,4.44,93.22
BRIARCREST NURSING CENTER,CA,1970-08,4.06,85.19
BRIDGEVIEW POST ACUTE,CA,1970-08,4.06,87.69
BRIDGEWOOD POST ACUTE,CA,1970-08,4.33,89.80
BRIER OAK ON SUNSET,CA,1970-08,3.96,81.13
BRIGHTON CARE CENTER,CA,1970-08,3.82,93.94
BRIGHTON PLACE SAN DIEGO,CA,1970-08,4.05,97.98
BRIGHTON PLACE SPRING VALLEY,CA,1970-08,3.69,88.00
BRIGHTON POST ACUTE,CA,1970-08,4.01,82.71
BROADWAY BY THE SEA,CA,1970-08,4.39,92.86
BROADWAY HEALTHCARE CENTER,CA,1970-08,3.92,94.92
BROADWAY MANOR CARE CENTER,CA,1970-08,3.6,91.03
BROADWAY VILLA POST ACUTE,CA,1970-08,3.51,86.11
